,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
102,Software developer,CPS Jobs,Tel Aviv,2.6,"תחום: A leading software security company is looking for a Software developer! דרישות:  Bachelor's degree in Computer Science or a related field. Thorough understanding of major programming paradigms such as object-oriented, functional, procedural, data-driven programming. 5+ years of proven experience in python and C development of production quality software in Linux environment, using Linux toolchain. Deep knowledge and proven experience in Linux/UNIX system and network programming, multiprocessing/multithreading, IPC, TCP/IP, major application level protocols, client-server programming, messaging systems, API design, etc. Experience in relational databases and SQL. Experience in working with Agile dev. Method Solid background and experience in cloud and virtualized environments – at least some of AWS, Azure, GCP, VMware, OpenStack, VMware, KVM, Hyper-V. Solid understanding of security concepts (network, OS, applications). .",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
103,Networking Software Verification Engineer - Air Platform,Oski Technology,Israel,4.6,"NVIDIA has been redefining computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s an outstanding legacy of innovation that’s motivated by extraordinary technology —and amazing people. NVIDIA is looking for an experienced Networking Software Verification Engineer to join our Air team – the Digital Twin for Data Center Simulation web application. To learn more, visit https://air.nvidia.com . As a Networking Software Verification Engineer, you will play a crucial role in ensuring the quality and reliability of the Air simulation platform by verifying that features are delivered with the highest quality in a timely manner. This position offers the opportunity to have a real impact in an influential, technology-focused company impacting product lines that power the most advanced data centers in the world. We have crafted a team of outstanding people, whose mission is to push the frontiers of what is possible today and define the platform for the future of data center simulation and design.",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
104,"Senior Software Architect, Advanced Development",NVIDIA,Israel,4.6,"NVIDIA has been defining computer graphics, PC gaming, and accelerated computing for more than 25 years. With an outstanding legacy of innovation, driven by phenomenal technology, and extraordinary people, NVIDIA is looking for a strong technical senior architect to join us in shaping the future. Senior Architects are innovators who can translate business needs into workable technology solutions. Their expertise is deep and broad. They are hands on, producing both detailed technical work and high-level architectural designs. As a senior architect in the Advanced Development team, you will explore technological challenges on accelerate and building AI data centers. You will also be leading architectural and development efforts across numerous technological fields, related to the modern data center, such as distributed AI and deep learning solutions, data analytics, High Performance Computing (HPC), Software Defined Networking (SDN), virtualization, storage, and more.",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
105,Software Advanced Development Engineer,Oski Technology,Israel,4.6,"The NVIDIA Networking Advanced Development Software team develops new groundbreaking technologies to enable new market shares for the company and tighten customer relationships. These are emerging technologies in networking and distributed computing for the data center cloud. They span areas such as High Performance Computing (HPC), WEB 2.0, Storage, AI, Cloud, SW Defined Network, Network Function Virtualization, 5G NR, video processing and more. We develop the solutions top-down, all the way from application behavioral analysis, to architecture definition and down to the implementation, using the world-leading NVIDIA devices. The development traverses any needed component - application SW, middleware SW, OS kernel subsystems, device drivers, embedded SW (Firmware) and HW modeling. We collaborate with partners and key customers in the analysis processes and engage with open source communities introducing our leading features.",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
106,QA Automation Engineer - Iguazio,McKinsey & Company,Tel Aviv-Yafo,4.4,"Who You'll Work With You will be based in our office in Herzliya, to be part of our QA Automation Team and play a critical role in our mission to deliver the highest quality and efficiency of our product software development. The QA Automation Team is responsible for QA automation and is involved with all R&D test activities including high complexity, software design, and development to improve the existing automation framework. Iguazio provides an MLOps (machine learning operations) platform which automates and accelerates the data science process, enabling the rollout of new AI services continuously across the enterprise. Iguazio provides a Data Science Platform to automate machine learning pipelines. It accelerates the development, deployment and management of AI applications at scale, enabling data scientists to focus on delivering better, more accurate and more powerful solutions instead of spending their time on infrastructure. The platform is open and deployable anywhere - multi-cloud, on prem or edge. Iguazio powers real-time data science applications for financial services, healthcare, media and entertainment, retail, manufacturing, smart mobility and telecoms.",-1,0,4.8,4.4,4.3,4.2,3.2,201 to 500 Employees,Company - Private,Management & Consulting,2009,Business Consulting,Unknown / Non-Applicable
107,Manual QA Engineer,National Instruments,Tel Aviv-Yafo,3.9,"NI Product Analytics in Israel is a Big Data analytics software company that provides end-to end AI/ML based solutions enabling semiconductor, electronics and Automotive (OEM, Tier1) brand owners to protect product quality, improve efficiency and time to market and enhance their brand reputations. We are seeking a skilled and detail-oriented Manual QA to join our team and play a crucial role in ensuring the quality and accuracy of semiconductor testing analytics software. Your responsibilities will include: Test Plan Development: Collaborate with cross-functional teams, including developers and product managers, to define test objectives and create comprehensive test plans. Proactively seek opportunities to expand your knowledge and skills in manual testing methodologies and semiconductor manufacturing processes.",-1,0,3.6,3.4,4.0,3.4,4.2,5001 to 10000 Employees,Company - Public,Manufacturing,1976,Electronics Manufacturing,$1 to $5 billion (USD)
108,Linux - Devops Big Data,Twingo,Herzliya,4.3,"Twingo is expanding, seeking an experienced Linux professional who wishes to transition into the world of databases and Big Data. Design, develop & maintain the BIG DATA platform (Vertica). Design, develop & maintain the BIG DATA infrastructure (development, monitoring, installation, integration, etc…) Be part of the dynamic and agile core DBA team. Collaborate with field engineers for the deployment phases. Work on major, challenging projects with enterprise and startup customers. Job location – Herzliya, Israel.",-1,0,4.3,3.4,4.2,4.3,4.5,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
109,NI Researcher,Cognyte,Herzliya,4.0,"At Cognyte we create mind-blowing investigative analytics software to speed up investigations and allow customers to detect and respond to real security threats like terror, crime, fraud, cyber threats, crypto crime, and more. So, if you rock at research and analytics, and want in on the action, let’s talk! Your impact Incubate and research ideas in order to analyze their implementation in large-scale operational systems Providing insights on data and processes to allow for a better fit to production Innovate and inspire new research initiatives, including patenting the more innovative ones  Requirements:   Career Page: R&D",-1,1,3.9,3.6,4.0,3.5,3.9,1001 to 5000 Employees,Company - Public,Information Technology,2021,Enterprise Software & Network Solutions,$100 to $500 million (USD)
110,"Staff Cloud Architect, Israel",DoiT International,Tel Aviv-Yafo,4.6,,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
111,LLM Principal Data Scientist – NLP Domain,Citi,Tel Aviv-Yafo,3.9,"Citi Innovation Lab in Tel Aviv is where dynamic projects are cultivated. The lab provides thought-leadership, technological solutions, and innovation to Citi’s global banking business. The AI/NLP group is the center of revolutionizing Citi's approach to handling data: including automated document processing, information and entity extraction, summarization, as well as data analysis based chatbots. We are actively working on developing and introducing cutting edge technologies, including LLMs. Combined text and image synergies and more. We are looking for multi talented candidates that can both drive thought leadership, manage teams as well as research and develop NLP technologies and frameworks custom tailored to Citi needs. The successful candidate will also be an influencer and be able to mentor and build their team members to grow professionally and personally. Finally, we expect our successful candidate to be able to work with internal clients and stakeholders to facilitate access to data, infrastructure and finally, deployment. Technology Applications Development Full time",-1,0,3.9,3.8,3.8,3.5,3.5,10000+ Employees,Company - Public,Financial Services,1812,Investment & Asset Management,$10+ billion (USD)
112,Lead Software Development Engineer,Mastercard,Tel Aviv-Yafo,4.3,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results. Title and Summary Lead Software Development Engineer Overview Cyber Quant evaluates the risk exposure of an organization’s cyber security processes, technology and workforce security practices. Cyber Quant identifies critical security gaps, quantifies cyber security risks specific to the organization and prioritizes next steps to improve security posture and reduce risk. This innovative solution provides organizations with their cyber risk score and executive-level reports in just three weeks. Role The Cyberquant team is looking for a Senior Software Engineer to join the Cyberquant small team as a significant\core position to provide hands-on leadership to support business continuity and primary source for knowledge transfer. Also extend expert skills (Architecture, SaaS scalability, etc.) to support the growth of the product to a very large scale, keeping high availability and stability as a standard.  As a Software Development Engineer Leader, you will:  All About You  Ideal Candidate Qualifications o Team leadership in a fast paced development environment o Lead team of developers through full-stack lifecycle development in a SaaS environment o Ability to prescribe and enforce good development practices o Program and project management experience o Detail oriented with ability to communicate across various organization levels o Strong problem solving skills with ability to describe logic and approach and coach team members in overcoming development obstacles o Positive, growth mindset and desire to lead from the front o Worked on one or more Cloud Platforms: AWS, Azure, and other cloud platforms o Experience in .Net, C#, SQL Server development o Experience across various scripting tools and languages o Experience in following development environments:  Linux  Windows  Mac  Mobile devices  Who is Mastercard?  We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of Priceless®. We ensure every employee has the opportunity to be a part of something bigger and to change lives. We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.",-1,0,4.2,4.1,4.4,4.0,4.3,10000+ Employees,Company - Public,Financial Services,1966,Financial Transaction Processing,Unknown / Non-Applicable
113,Senior Software Engineering Lead – Health AI,Microsoft,Tel Aviv-Yafo,4.3,"Join us in Health AI and help us make a difference in people’s lives. Health AI builds innovative technologies for the healthcare industry powered by artificial intelligence. We build products that allow healthcare organizations to improve their services and patient outcomes and empower patients with access to health data and knowledge. Health AI is part of Microsoft Health & Life Sciences in the Cloud + AI division. We build cloud services on Azure to deliver technologies powered by conversational intelligence, natural language processing, machine learning, and diverse algorithmic approaches. We deliver products to millions of users around the world. We are looking for a capable Senior Software Engineering Lead to join our group. An ideal candidate would be an expert software engineer, has managerial experience, skilled in delivering cloud services at scale, has healthcare background or familiar with healthcare systems and clinical data, a team player, organized, with a can-do attitude.  Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
114,Data Platform Team Lead,Assured Allies,Ramat Gan,4.2,"Come, Grow with Assured Allies! Are you a smart, curious, nimble, relentless leader and quick learner enough to tackle one of society’s largest emerging problems? If you answer yes to all of the above, we might have one of the most interesting Data Platform Team Lead out there, just for you. At Assured Allies we are reinventing successful aging by working with many of the largest insurance carriers and their policyholders to introduce game changing wellness and financial products. Responsibilities:",-1,1,4.3,4.2,4.4,4.3,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
115,Research Scientist Student,NVIDIA,Israel,4.6,"NVIDIA is searching for world-class Scientist interns to join our growing software architecture Research team. The ideal candidate will be conducting cutting-edge research at the intersection of Networking, Security, and Communications, and working alongside top experts in these fields. With incredible resources in networking, you will be able to impact, contribute and advance these domains for scalable accelerated computing. Topics include but are not limited to remote direct memory access, hardware offloading and hardware acceleration, distributed accelerator networks, AI for networking and security, storage management, cryptography accelerators and architecture. With its unique open culture, NVIDIA is one of the best industry labs to do Accelerated Computing research. What you’ll be doing: Develop novel HW architecture models",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
116,Senior Back-End Engineer- Platform Team,Iguazio,Herzliya,4.3,"About The Position As a Back-End/Cloud Engineer at the platform team @ Iguazio, you will join a strong team of tech savvy and fast delivering engineers, responsible for the orchestration of the Iguazio Data Science PaaS as well as various closed and open-source projects in the MLOps domain. What You'll Do Join a young codebase written in Python and Go Co-own and contribute to Iguazio open-source projects Lead features from inception and analysis, to design, implementation, testing, and maintenance",-1,0,3.6,4.1,3.7,3.9,4.4,51 to 200 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,Unknown / Non-Applicable
117,"Research Scientist, Reinforcement Learning, Large Language Models (English)",Google,Tel Aviv-Yafo,4.5,"Minimum qualifications: Master's degree in Computer Science or equivalent practical experience. Experience in Reinforcement Learning (RL) research. Ability to speak and write in English fluently.  Preferred qualifications: PhD in Reinforcement Learning (RL) or equivalent practical experience.      Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,0,4.2,4.4,4.3,4.0,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
118,"Staff Software Engineer, Google Research",Google,Tel Aviv-Yafo,4.5,"Minimum qualifications: Bachelor's degree or equivalent practical experience. Experience in software development (with one or more programming languages), and with data structures/algorithms. Experience testing, and launching software products, and experience with software design and architecture.  Preferred qualifications: Master’s degree or PhD in Engineering, Computer Science, or a related technical field.     Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,0,4.2,4.4,4.3,4.0,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
119,Data Science Team Lead,Glassbox Ltd.,Petah Tikva,4.5,"Glassbox is looking for a Data Science Team Lead to join our Global R&D team. We are Glassbox, and our mission is to reveal the insights that empower organizations to deliver exceptional digital customer experiences. We are growing and have been recognized by G2 as one of 2023's Top 100 Software Companies in the world. Our customers are the best of the best and include six out of the ten largest global banks, the world's largest hotel chain, the largest healthcare and the largest telecommunications company in the U.S. Now is the perfect time to come to Glassbox and help us accelerate our global leadership position!",-1,1,4.3,4.1,4.3,4.2,4.3,201 to 500 Employees,Company - Public,Information Technology,2010,Enterprise Software & Network Solutions,Unknown / Non-Applicable
120,DevOps Software Engineer - (Student position) SAP Cloud Virtualization,SAP,Raanana,4.4,"We help the world run better  Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!",-1,0,4.1,4.0,4.4,4.0,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD)
121,Israel InfoSec DevSecOps student,INTEL,Petah Tikva,4.2,"Job Description  About the Group The Intel Information Security team provides the critical capabilities that protect our people, apps, content and devices while simultaneously allowing the business to run faster than it does today. We focus on corporate security and identity infrastructure. Enabling secure Intel business solutions by providing core identity and authentication services. What will you do? As an Israel DevSecOps student, you will work with security and identity tools. Including planning, configuring, optimizing, and managing ongoing operations for our global team.     Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
122,Software Engineer - Data Platform,Pagaya Israel,Tel Aviv-Yafo,3.4,,-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
123,Zerto - Backend Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
124,Cloud Analyst - Student Position,Personetics,Giv`atayim,-1.0,"Zerto - Backend Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.        Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,1,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
125,Software Engineer - Data Group,lusha,Tel Aviv-Yafo,3.7,,-1,0,3.5,3.8,3.6,3.2,3.8,-1,-1,-1,-1,-1,-1
126,Machine Learning Engineer / Software Engineer,Horizon Technologies,Ramat Gan,3.5,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
127,Module Lead - Imaging & Sensing Technology Group,Apple,Herzliya,4.2,"Summary Posted: Jul 11, 2023 Role Number:200490066 The Imaging and Sensing group at Apple develops camera based sensing systems such as the user facing cameras, the revolutionary True Depth camera that powers FaceID and the eye tracking system on Apple Vision Pro. This multi-disciplinary group of engineers is responsible for architecture, design, and development of these highly complex sensing systems for Apple products. The primary responsibility for this role is design and delivery of cutting edge camera and depth sensing modules, from concept through production ramp. Heavy interaction with multidisciplinary design teams (electrical, mechanical, process, test, firmware, software and operations) requires the ability to understand a wide breadth of engineering and technical principles. Responsibilities include: - Multi-functional leadership of optical, electrical and mechanical design teams to develop and integrate depth/camera hardware into products - Concept definition, design, and detailed trade studies for laser projectors, camera optics, sensors, and module packaging - Documentation of module-specific design, test, and manufacturing requirements - Leadership of international manufacturing partners for module design evaluation, prototype builds, and qualification - Leadership of electro-optical module test definition and validation in Apple labs and at manufacturing sites - Detailed failure analysis of any issues affecting functionality and performance at module and product level - Frequent reporting to executive and multi-functional teams on development status of module development",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
128,Cloud Analyst - Student Position,Personetics,Giv`atayim,-1.0,"Personetics is an B2B2C Enterprise-Software Fintech start-up that is leading the Self-Driving Finance revolution in banking. We help banks deliver highly intelligent and personalized banking experiences to their retail customers across all digital channels. We’re pioneering establishing a new category of consumer banking based around data-driven personalization and customer engagement serving over 120 million bank customers worldwide.  Requirements: BA student of Information Technology, or a related field (or equivalent practical experience). Basic understanding of cloud computing principles, architectures, and services.  About The Position:   Responsibilities:",-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,51 to 200 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,$1 to $5 million (USD)
129,LLM Principal Data Scientist – NLP Domain,Citi,Tel Aviv-Yafo,3.9,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
130,Software Engineer - Windows Internals,Microsoft,Tel Aviv-Yafo,4.3,"Citi Innovation Lab in Tel Aviv is where dynamic projects are cultivated. The lab provides thought-leadership, technological solutions, and innovation to Citi’s global banking business. The AI/NLP group is the center of revolutionizing Citi's approach to handling data: including automated document processing, information and entity extraction, summarization, as well as data analysis based chatbots. We are actively working on developing and introducing cutting edge technologies, including LLMs. Combined text and image synergies and more. We are looking for multi talented candidates that can both drive thought leadership, manage teams as well as research and develop NLP technologies and frameworks custom tailored to Citi needs. The successful candidate will also be an influencer and be able to mentor and build their team members to grow professionally and personally. Finally, we expect our successful candidate to be able to work with internal clients and stakeholders to facilitate access to data, infrastructure and finally, deployment. Technology Applications Development Full time",-1,0,3.9,3.8,3.8,3.5,3.5,10000+ Employees,Company - Public,Financial Services,1812,Investment & Asset Management,$10+ billion (USD)
131,Israel InfoSec DevSecOps student,INTEL,Petah Tikva,4.2,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
132,Computer Vision and ML R&D Student - Imaging & Sensing Technology Group,Apple,Herzliya,4.2,"Job Description  About the Group The Intel Information Security team provides the critical capabilities that protect our people, apps, content and devices while simultaneously allowing the business to run faster than it does today. We focus on corporate security and identity infrastructure. Enabling secure Intel business solutions by providing core identity and authentication services. What will you do? As an Israel DevSecOps student, you will work with security and identity tools. Including planning, configuring, optimizing, and managing ongoing operations for our global team.     Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
133,Zerto- DevOps Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
134,Backend Software Engineer - Air Platform,Oski Technology,Israel,4.6,"Zerto- DevOps Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.      Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
135,Module Lead - Imaging & Sensing Technology Group,Apple,Herzliya,4.2,,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
136,Data Analyst,Peroptyx,Israel,2.3,"For thousands of years, maps have provided humans with the knowledge they need to make decisions. As a Maps Evaluator, you will have the opportunity to provide ground truth for your town, city or country. At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications. Your research capabilities will validate and ensure that the navigation of certain routes are accurate and safe. As part of this role you will verify that business names and opening hours are correct. You will check that the distance from a starting point to an end destination is listed accurately resulting in better user experiences. With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine.",-1,0,2.5,1.7,2.3,4.0,4.3,1 to 50 Employees,Company - Private,-1,2018,Internet & Web Services,-1
137,"AI Product Analyst student for Artificial Intelligence Group, Intel",INTEL,Petah Tikva,4.2,"Job Description  The AI Solutions Group is Intel's internal AI group. It is a global team of over 200 experts that uses AI to upgrade and transform Intel's critical operations. The group develops and deploys AI solutions across the company, from processor architecture and design, through manufacturing to sales. This yields both more then 1B of annual value for Intel and better products for its customers. Our AI Product Analysts Intel's AI product experts are essentially rock stars-they combine deep AI knowledge with product management best practices to create innovative and high value AI based products at scale. Our AI product experts engage with our customers to identify high business value problems that can be solved using AI, defining creative and high-end solutions that our data scientists and machine learning engineers can create. They also conduct deep data analysis using state-of-the-art technologies, collaborating with our data scientists to identify, create and evaluate the best algorithms to solve problems. Working diligently with our customers, our product analysts help implement and drive the highest business value possible from our solutions.               Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
138,Data and Insights Analyst,OGC Global,Tel Aviv-Yafo,5.0,"OGC is a boutique research and consulting agency specializing in data-driven strategy, quantitative analytics, and Customer Experience (CX) program design and optimization. We work with some of the world’s largest organizations across a variety of industries, including Financial Services, Specialty Retail, Telecommunications, Hospitality and Software, helping them to gain a deep understanding of their customers, develop actionable insights, and improve business processes.  We are seeking a full-time Data and Insights Analyst to join our team and support the development and execution of both our CX and Market research practices. This role provides a great opportunity for a curious, self-starter to become part of a high-performing team, and implement a hands-on approach to data exploration, manipulation, and database extraction automation. This will help our clients with mapping and documenting various data structures and platforms, eventually creating a curated, more approachable pattern of data retrieval. This is a full time position based in our Tel Aviv office with a hybrid work model.",-1,1,5.0,4.5,5.0,5.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
139,Data Analyst- Part time,Anchor Fintech,Tel Aviv-Yafo,-1.0,"Product Tel Aviv Intermediate Part-time  DESCRIPTION We are currently seeking a highly-skilled, experienced, and resourceful part-time Data Analyst to join our team. This opportunity is ideal for a student who has significant prior experience in the field and is passionate about using data to drive decision-making and business performance.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
