,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
179,Platform Backend Engineer,Fiverr,Tel Aviv-Yafo,4.3 ,"Fiverr’s Platform-Core team is seeking a Senior Software Engineer who will be a positive addition to our team. As a Senior Software Developer at Fiverr, you will build high-performance service APIs that drive our website and devices. The right person for this role is passionate about building systems that are optimized for scalability, efficiency, quality and uptime. If you are someone who gets excited with sub-millisecond service response time in a fast-growing scalable platform, then this is the role for you. You will be working with cutting edge technologies such as Kotlin, Nodejs, Typescript, Kafka, AWS, Kubernetes, MongoDB, Redis and many more.. Our work model is hybrid, combining remote and on-site work. This allows us to get things done when and where we are most productive.  Requirements:  What am I going to do?:  Equal opportunities:",-1,1,4.1,3.9,4.1,4.0,4.1,201 to 500 Employees,Company - Public,Personal Consumer Services,2010,Consumer Product Rental,$1 to $5 million (USD)
180,Associate/Consultant - Cybersecurity,Boston Consulting Group,Tel Aviv-Yafo,4.4 ,"Who We Are  Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.  To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.   BCG's Tech and Digital Advantage (TDA) practice focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. TDA is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including: * Digital Transformation * Data & Digital Platforms * Software & Agile * Digitizing the Tech Function",-1,0,4.4,4.5,4.3,4.1,3.1,10000+ Employees,Company - Private,Management & Consulting,1963,Business Consulting,$5 to $10 billion (USD)
181,"Cloud Software Engineer, Identity Protection (Israel)",CrowdStrike,Tel Aviv-Yafo,4.3 ,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight. About the Team: You will be joining the Identity protection team that delivers detection and prevention of identity related incidents in the organizational network using the falcon sensor and cloud.",-1,0,4.0,4.2,4.1,3.9,4.1,1001 to 5000 Employees,Company - Public,Information Technology,2011,Enterprise Software & Network Solutions,$500 million to $1 billion (USD)
182,Full Stack Engineer,Atomic-growth.com,Ramat Gan,-1,"Atomic Growth is building the next-generation Consumer Packaged Goods CPG company by acquiring and scaling independent e-commerce brands. We leverage AI and unique e-commerce expertise to identify, acquire, operate, and scale these brands. We partner with the owners of these brands, and offer them an opportunity to go above and beyond what they imagined when starting their brand. Atomic Growth assembled an extraordinary, cross-functional team of AI, e-commerce, and M&A experts, based in Tel-Aviv and New-York. Growing rapidly, and looking for driven professionals who are excited to join a dynamic startup environment, offering ownership and exceptional personal development opportunities from day 1. Responsibilities for Full Stack",₪25K (Employer est.),1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
183,"AI Product Analyst student for Artificial Intelligence Group, Intel",INTEL,Petah Tikva,4.2 ,"Job Description  The AI Solutions Group is Intel's internal AI group. It is a global team of over 200 experts that uses AI to upgrade and transform Intel's critical operations. The group develops and deploys AI solutions across the company, from processor architecture and design, through manufacturing to sales. This yields both more then 1B of annual value for Intel and better products for its customers. Our AI Product Analysts Intel's AI product experts are essentially rock stars-they combine deep AI knowledge with product management best practices to create innovative and high value AI based products at scale. Our AI product experts engage with our customers to identify high business value problems that can be solved using AI, defining creative and high-end solutions that our data scientists and machine learning engineers can create. They also conduct deep data analysis using state-of-the-art technologies, collaborating with our data scientists to identify, create and evaluate the best algorithms to solve problems. Working diligently with our customers, our product analysts help implement and drive the highest business value possible from our solutions.               Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
184,Intern - Software,NCR,Raanana,3.6 ,"About NCR NCR Corporation (NYSE: NCR) is a leader in transforming, connecting and running technology platforms for self-directed banking, stores and restaurants. NCR is headquartered in Atlanta, Ga., with 38,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries. Software Engineer Junior: Purpose: Simple, made possible. Our next-gen platform architecture delivers the agility retailers need to compete in a world that increasingly prefers digital experiences. We are looking for talented intern SW engineering student who love tackling convoluted problems and coming up with clean, stable solutions that scale. You will be participating in building from scratch the next-gen retail solution as-a-service dealing with scalability, availability, cloud and edge computing.",-1,0,3.2,3.1,3.5,3.2,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD)
185,Zerto - Backend Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2 ,"Zerto - Backend Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.        Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
186,DevOps Software Engineer - (Student position) SAP Cloud Virtualization,SAP,Raanana,4.4 ,"We help the world run better  Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!",-1,0,4.1,4.0,4.4,4.0,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD)
187,Security Researcher: Intern Opportunities,Microsoft,Tel Aviv-Yafo,4.3 ,"Every year, we welcome thousands of university students from every corner of the world to join Microsoft. You bring your aspirations, talent, potential—and excitement for the journey ahead.  At Microsoft, Interns work on real-world projects in collaboration with teams across the world, while having fun along the way. You’ll be empowered to build community, explore your passions and achieve your goals. This is your chance to bring your solutions and ideas to life while working on cutting-edge technology. The internship is designed not only for you to do great work with the opportunity to learn and grow, but to experience our culture full of diverse community connection, executive engagement, and memorable events.  We’re a company of learn-it-alls rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.          Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
188,Junior Software Developer,Altair,Israel,4.3 ,"Junior Software Developer System Engineering Israel Design the Tomorrow. Every day. We are on a mission of taking the world into a new future, connecting it, and enabling new ways of seeing it. By the power of curiosity and passion, using technology, and in full partnership - we lead change day by day. Our vision is built by individuals, connected to one another. We are in the business of creating our own reality when it’s the daily effort that counts – for an exciting future, one we wish to live in.",-1,0,4.0,4.2,4.2,4.0,4.2,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
189,Artificial Intelligence Software Engineer,NeuReality,Tel Aviv-Yafo,-1,"We are looking for an experienced Artificial Intelligence software engineer to contribute to the development of NeuReality's Artificial Intelligence SDK. This is an exciting opportunity to work with highly talented engineers and be a part of product innovation on cutting edge technologies in Artificial Intelligence/Deep Learning domain. If you are an excellent, bright, hands-on engineer with passion to make a difference – consider joining our group. As a leading software engineer in our group, you will analyze modern Artificial Intelligence workloads, define the architecture of next generation NeuReality's Artificial Intelligence SoC and develop NeuReality SDK – a set of tools and technologies for NeuReality's platform, including optimization algorithms, compilers, simulators, profilers, and other tools. You will get a deep understanding of AI-centric SW and HW architectures as-well-as end-to-end use cases and Deep Learning algorithms/pipelines, work and interact with external vendors and customers for requirement gathering and correct integration of new features.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
190,Junior Software Engineer,Nym Health,Tel Aviv-Yafo,-1,"At Nym, we’re passionate about simplifying healthcare by automating the accurate interpretation of clinical language. Our interdisciplinary team has developed an innovative technology that can understand clinical language and provides an entirely new way of analyzing and decoding medical records into clear, concise, and actionable information. This ultimately ensures clinical and administrative teams can spend more time focused on patient care. At Nym, the future is bright. Our engine currently processes over five million charts annually in more than 150 emergency department and urgent care settings across the US. We are backed by top-tier VCs and growing rapidly, with offices in NYC and Tel Aviv.   Requirements:",-1,1,4.1,4.7,3.0,2.7,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
191,Backend Software Developer,Invaya,Herzliya,3.3 ,Job Description: Developing large scale enterprise cloud SaaS solutions Be involved in the full life-cycle of product development from concept to deliverables  Required Skills: Experienced in writing production-grade code Experience with distributed systems and multi-threaded applications Experience in building complex highly scalable systems Programming in a linux environment Experience with micro-services deployment models A solid understanding of databases and large-scale data processing frameworks,-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
192,Machine Learning Engineer / Software Engineer,Horizon Technologies,Ramat Gan,3.5 ,"We’re seeking an experienced Machine Learning Engineer / Software Engineer (ML oriented), who will be integral to the data science feature development process, working in tandem with data engineering. You will design machine learning pipelines, apply algorithms to generate predictions and tackle data set challenges, and develop the first-ever, real-time corporate credit score platform. This isn't just another job. you'll be a key part of an exciting, experienced team in a fast-paced environment. You will:  Build forecasting/prediction models from scratch (POC) to production-ready Work closely in aligning the product, research, and development teams in crafting the product, increasing product effectiveness Take a critical role in the research process for finding the best market solutions for defined business problems Provide guidance to the R&D team and product teams  You have:  2+ years of experience as a Senior Software Engineer (ML), Machine Learning Engineer, Data Engineer, or in a similar role 4+ years of hands-on experience in engineering with Python Minimum 3-4 years of relevant experience: SQL complex queries (aggregations, analysis, etc.), as a strong cloud architect Degree in Computer Science, Physics, Mathematics, or equivalent experience Profound analytical skills and true love for data Extensive background in statistical analysis",-1,0,3.3,3.3,3.0,3.1,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD)
193,Automation Engineer- student position,Atera,Tel Aviv-Yafo,4.7 ,"Atera is looking for a talented and passionate Automation Engineer to develop, maintain, and improve the automation framework and tests to ensure the highest level of quality. This is a student position. Availability to work a minimum of 3 days a week (60%) is required.  Responsibilities: Conduct the process of transformation from manual tests to automation tests based on needed scenarios & tools, as well as enhance existing tests and tools.  Requirements:",-1,1,4.7,4.6,4.6,4.6,4.6,201 to 500 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,$25 to $100 million (USD)
194,Computer Vision and ML R&D Student - Imaging & Sensing Technology Group,Apple,Herzliya,4.2 ,"Summary Posted: May 18, 2023 Role Number:200480486 The Imaging and Sensing group at Apple is looking for a Computer Vision R&D student to creatively research, prototype and enable bleeding edge future Apple technologies and products based around depth, geometry and vision for Photography features. Our group develops and contributes to major Apple products such as the TrueDepth camera, Cinematic Mode, Portrait Mode, ARKit Scene Reconstruction and many more. This multi-disciplinary group of engineers is responsible for architecture, design, and development of these highly complex sensing systems for many of Apple's greatest shipping products. We are looking for a creative and dedicated computer vision machine learning student, optimally with experience in stereo-vision, depth technologies, camera calibration, optimization and deep learning. As a member of a fast-paced team, you have the unique and rewarding opportunity to shape upcoming products that will delight and inspire millions of people every day. YOUR JOB RESPONSIBILITY WILL INCLUDE Develop and deliver high quality computer vision algorithms for existing and future Apple products. As a Computer Vision and ML R&D Student you will be responsible for exploring and prototyping on top of current and future technologies and products at Apple. The role requires you to have a deep curiosity and ability to understand complex software flows and neural networks design and validation while abstracting their core functionality to produce high quality concepts and prototype demos. Non-trivial research of cutting edge methodologies in stereo imaging, synthetic data, depth processing and neural networks optimization will be core parts of your day to day work. A basic familiarity with camera sensors (pinhole model, stereo) and machine learning and deep learning concepts are required as these form a basis for a lot of the work in the group. Cooperating with your team members to prepare presentations, papers, and talks to explain your inventions.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
195,Front End Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2 ,"Front End Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.    Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
196,AI Python Developer לחברה בתל אביב,AMBITION,Tel Aviv-Yafo,3.9 ,"AI Python Developer לחברה בתל אביב AI Python Developer לחברה בתל אביב Strong proficiency in the Python programming language, 2-3 years of experience. Solid understanding of software development principles, concepts, and best practices. Experience in developing and maintaining frameworks such as Pandas, NumPy and Matplotlib. Familiarity with Git.",-1,0,4.2,4.0,4.3,4.2,4.2,201 to 500 Employees,Company - Public,Human Resources & Staffing,1999,HR Consulting,$25 to $100 million (USD)
197,Software Backend Engineer,OM2 Technologies,Herzliya,4.4 ,"OM2 Technologies is a SaaS Fintech company the develop trading platforms. Using the cutting edge latest technology, strive to low latency and high performance and scale, enable us to stand with business needs and strong technologies competitive companies. OM2 is currently looking for a Software Engineer to join our team. We are looking for someone who can contribute their skills, passion and experience to developing our challenging products. You will be responsible for designing and building core infrastructures applications. You will have the privilege to work shoulder-to-shoulder with a very strong and talented team.",-1,1,3.9,4.7,3.9,3.8,4.6,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
198,Backend Software Developer - Israel,ART Medical,Netanya,4.7 ,"ART MEDICAL is a well-funded medical startup, developing cutting-edge technologies for ICU patients. Our smART+™ platform is an intelligent, sensor-based feeding system for critical care patients that aims to prevent life-threatening, in-hospital complications, such as ventilator-associated pneumonia, malnutrition, and acute kidney injury. With the introduction of Nutrition Management 2.0™ to critical care patient scoring systems, the smART+™ platform monitors, analyzes and prevents malnutrition and gastric aspiration in real time. By providing optimal nutritional care and achieving up to 100% feeding efficiency, the smART+™ platform improves the standard of care and helps ICU patients recover faster. We are looking for a Backend Software Developer to join our interdisciplinary group of software, firmware, and hardware engineers.",-1,0,4.5,4.2,4.6,4.4,4.3,Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
199,SOFTWARE AUTOMATION ENGINEER R&D,Toka,Tel Aviv-Yafo,3.7 ,"Tel Aviv, IL DESCRIPTION We are seeking a highly skilled and motivated Software Automation Engineer to join our team. As a Software Automation Engineer, you will be responsible for designing, developing, and implementing software solutions to ensure the quality and reliability of our software products. You will tackle challenging technological issues on a daily-basis in areas such as computer networking, operation systems, complexity and efficiency, distributed programming, parallelism, concurrency, user-experience (UX) and so much more. You will collaborate with cross-functional teams to understand requirements, create test strategies, develop automation frameworks, write test scenarios to evaluate the quality and performance of the system. Your skills and expertise will play a crucial role in improving Toka’s cutting edge IoT intelligence platform, and by extension, improving the security of Tier-1 countries around the globe!",-1,0,3.4,3.5,3.5,3.3,3.5,1001 to 5000 Employees,Company - Private,-1,2009,-1,$100 to $500 million (USD)
200,Software Engineer - Data Group,lusha,Tel Aviv-Yafo,3.7 ,"Description Description Lusha is growing rapidly, and we are seeking an exceptional Software Engineer to join us! If you are a highly skilled software engineer, experienced in solving complex algorithmic and engineering challenges, with a strong knowledge of a wide range of technologies and solutions as a Software Engineer, and someone who thrives in a cross-functional and fast-paced environment - continue reading :) You will",-1,0,3.5,3.8,3.6,3.2,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable
201,Junior Full Stack Engineer,Yotpo,Tel Aviv-Yafo,4.1 ,"If you shop online (and who doesn't these days?), then chances are you've already interacted with Yotpo. We're a leading eCommerce retention marketing platform, on a mission to help brands of all sizes turn one-time shoppers into customers for life. Loyalty programs, SMS and email marketing, subscriptions, and reviews are our bread and butter, but we have more solutions up our sleeve, too. We have teams across the world, including the US, Canada, UK, Israel, Bulgaria, and Australia — and we're still growing. Our primary goal is to deliver the best technology in the industry. You can hear all about it in our latest brand video. Sounds exciting? Then read on, because we're in pursuit of the best and the brightest minds to help us achieve our vision.",-1,0,3.9,3.8,4.2,3.9,3.9,501 to 1000 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable
202,Zerto- DevOps Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2 ,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
203,Software Engineer - Windows Internals,Microsoft,Tel Aviv-Yafo,4.3 ,"Zerto- DevOps Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.      Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
204,Software Engineer,Innovid,Tel Aviv-Yafo,4.4 ,"Innovid (NYSE:CTV) powers advertising delivery, personalization, measurement and outcomes across linear, CTV and digital for the world's largest brands. Through a global infrastructure that enables cross-platform ad serving, data-driven creative, and currency-grade measurement, Innovid offers its clients always-on intelligence to optimize advertising investment across channels, platforms, screens, and devices. Innovid is an independent platform that leads the market in converged TV innovation, through proprietary technology and exclusive partnerships designed to reimagine TV advertising. Headquartered in New York City, Innovid serves a global client base through offices across the Americas, Europe, and Asia Pacific. To learn more, visit innovid.com or follow us on LinkedIn or Twitter. We have a developer-centric culture, practice continuous deployment and no code ownership, and deal daily with the most advanced technologies and methodologies in software development, high scalability, and fully automated and tested pipelines. We're looking for top-notch, passionate developers to be part of our world-class R&D team. If you think you can handle a wide range of technologies, pushing code to production several times a day, working on a different part of our product code with every new task you getת and using the best practices in the industry? please contact us!",-1,0,3.9,3.9,4.5,4.2,4.5,201 to 500 Employees,Company - Public,Information Technology,2007,Internet & Web Services,$25 to $100 million (USD)
205,Algorithms Intern – Student Role,Pulsenmore,Ramat Gan,-1,"Pulsenmore is an emerging leader in connected, patient-driven home ultrasound. We are on a mission to dramatically improve access to care while increasing convenience and efficiency for payers, providers, and patients. The algorithms team is a versatile software team responsible for various applications in the company. We employ a variety of techniques like image processing, statistics and probability, and machine learning to improve the experience and quality of ultrasound scans. We are looking for a motivated student with programming capabilities to join our team.  Requirements:    Responsibilities:",-1,1,5.0,5.0,5.0,5.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
206,System Software Engineer - Core Platform Group,Apple,Herzliya,4.2 ,"Summary Posted: Jun 2, 2022 Role Number:200172421 Will you help us design future generations of revolutionary Apple products? The Apple Platform team is seeking a software engineer with a strong foundation in embedded engineering principles and a demonstrable passion for building new technologies. In this visible role you will be responsible to design, develop and implement complex SW modules for Apple products. You will become part of a hands-on development team that furthers engineering perfection, creativity and innovation. Dynamic, inspiring people and innovative technologies are the norm here. We want you to join our team if you are a resourceful engineer with the desire to research and develop solutions that do not yet exist.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
207,Software development student,Screenovate,Qiryat Gat,4.2 ,"MSOA Israel Software Analytics Team is seeking a talented and passionate student with a strong background in FE/UI/UX to join our team. As a member of our agile team, you will be responsible for developing high-quality UI concepts and application solutions for customers in Intel sites worldwide. You will be tasked with designing intuitive, user-friendly UI/UX concepts that are visually appealing and easy to use. The insights generated by these applications will have a significant impact on Intel's day-to-day engineering work. In this role, you will be required to interact with various personas, including managers, engineers, and technicians, to extract and understand the data. We are looking for a curious, creative, fast, focused, and innovative individual to join our development team. If you are passionate about creating UI/UX designs that are both aesthetically pleasing and highly functional, and have a desire to work in a dynamic and challenging environment, we encourage you to apply.     As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art - from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
208,Junior Compiler Software Engineer,CPS Jobs,Tel Aviv,2.6 ,תחום: .A Networking company is looking for a Junior Compiler Software Engineer . In this role you will be responsible for: Research and development of algorithms and optimizations in favor of accelerating software performance for scalar and Vector DSP. Definition and implementation of C/C++ language extensions. DSP Architecture definition and enhancements. Using Open Source projects. Benchmark and performance optimizations.,-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
209,Software Developer - DIFA Platform,Veeva Systems,Tel Aviv-Yafo,4.0 ,"Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead. At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We’re not just any public company – we made history in 2021 by becoming a public benefit corporation (PBC), legally bound to balancing the interests of customers, employees, society, and investors. As a Work Anywhere company, we support your flexibility to work from home or in the office, so you can thrive in your ideal environment. Join us in transforming the life sciences industry, committed to making a positive impact on its customers, employees, and communities. The Role: A backend engineer in the DIFA Platform team. In charge of developing and maintaining backend components. Cooperate with the entire development team and PM to deliver end-to-end features of SaaS.",-1,0,3.9,3.7,4.0,3.7,3.8,5001 to 10000 Employees,Company - Public,Information Technology,2007,Enterprise Software & Network Solutions,$1 to $5 billion (USD)
210,Associate/Consultant - Cybersecurity,Boston Consulting Group,Tel Aviv-Yafo,4.4 ,"Who We Are  Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.  To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.   BCG's Tech and Digital Advantage (TDA) practice focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. TDA is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including: * Digital Transformation * Data & Digital Platforms * Software & Agile * Digitizing the Tech Function",-1,0,4.4,4.5,4.3,4.1,3.1,10000+ Employees,Company - Private,Management & Consulting,1963,Business Consulting,$5 to $10 billion (USD)
