,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
190,Software Engineer - Data Group,lusha,Tel Aviv-Yafo,3.7 ,"Description Description Lusha is growing rapidly, and we are seeking an exceptional Software Engineer to join us! If you are a highly skilled software engineer, experienced in solving complex algorithmic and engineering challenges, with a strong knowledge of a wide range of technologies and solutions as a Software Engineer, and someone who thrives in a cross-functional and fast-paced environment - continue reading :) You will",-1,0,3.5,3.8,3.6,3.2,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable
191,Data and Insights Analyst,OGC Global,Tel Aviv-Yafo,5.0 ,"OGC is a boutique research and consulting agency specializing in data-driven strategy, quantitative analytics, and Customer Experience (CX) program design and optimization. We work with some of the world’s largest organizations across a variety of industries, including Financial Services, Specialty Retail, Telecommunications, Hospitality and Software, helping them to gain a deep understanding of their customers, develop actionable insights, and improve business processes.  We are seeking a full-time Data and Insights Analyst to join our team and support the development and execution of both our CX and Market research practices. This role provides a great opportunity for a curious, self-starter to become part of a high-performing team, and implement a hands-on approach to data exploration, manipulation, and database extraction automation. This will help our clients with mapping and documenting various data structures and platforms, eventually creating a curated, more approachable pattern of data retrieval. This is a full time position based in our Tel Aviv office with a hybrid work model.",-1,1,5.0,4.5,5.0,5.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
192,"Student Researcher, 2023",Google,Tel Aviv-Yafo,4.5 ,"Participation in this program requires that you are located in Israel for the duration of the engagement.  To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English (PDFs preferred). Please ensure your anticipated graduation dates (in MM/YY) and any proficiency in coding languages are listed on the resume. Please complete your application before December 29, 2023. Minimum qualifications: Currently pursuing a Bachelor’s, Master’s, or PhD degree in Computer Engineering, Computer Science, Electrical Engineering, Math, or related technical field.       Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,0,4.2,4.4,4.3,4.0,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
193,Software development student,Screenovate,Qiryat Gat,4.2 ,"MSOA Israel Software Analytics Team is seeking a talented and passionate student with a strong background in FE/UI/UX to join our team. As a member of our agile team, you will be responsible for developing high-quality UI concepts and application solutions for customers in Intel sites worldwide. You will be tasked with designing intuitive, user-friendly UI/UX concepts that are visually appealing and easy to use. The insights generated by these applications will have a significant impact on Intel's day-to-day engineering work. In this role, you will be required to interact with various personas, including managers, engineers, and technicians, to extract and understand the data. We are looking for a curious, creative, fast, focused, and innovative individual to join our development team. If you are passionate about creating UI/UX designs that are both aesthetically pleasing and highly functional, and have a desire to work in a dynamic and challenging environment, we encourage you to apply.     As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art - from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
194,Software Engineer - Data Platform,Pagaya Israel,Tel Aviv-Yafo,3.4 ,"About Pagaya Shape the Future of Finance Pagaya is building a leading artificial intelligence network to help our partners grow their businesses and better serve their customers. Pagaya powers a leading artificial intelligence network that enables banks, fintechs, merchants, lenders, and other B2C businesses to provide their customers with greater access to financial services. We help partners grow their customer base while managing risk, all with a seamless customer experience. Pagaya's network enables our partners' customers access to credit across Auto, Credit Card, Personal loans, and Point of Sale markets. We are also developing products in insurance, real estate, and more. Our network is fully automated and operating at scale - with the support of the Pagaya network, our partners have processed millions of applications, with a new application typically analyzed every second.",-1,1,3.2,3.3,3.1,2.7,3.4,501 to 1000 Employees,Company - Public,Financial Services,2016,Banking & Lending,$500 million to $1 billion (USD)
195,Software Engineer - R&D Software Development Position,Broadcom,Tel Aviv-Yafo,3.7 ,"Please Note: 1. If you are a first time user, please create your candidate login account before you apply for a job. 2. If you already have a Candidate Account, please Sign-In before you apply. Job Description: An opportunity to join Broadcom Inc., Dune R&D Center (StrataDNX product-line), and take part in the development of future networking products!!  We are looking for exceptional, innovative software engineers to develop our next-generation cutting-edge networking platforms which are located at the core of Global Internet, Core Routers, Carrier Networks, Service Providers, Data Centers, White Box systems, Enterprise systems, and Telecom infrastructure.  You will join the software development group and take a leading part in the full life-cycle software development: from design and coding of Networking Software APIs, Data-path Programming, Management of different Software and Hardware Components, testing during the early stages of the feature to optimizations, debug, providing tools and integration into customer products.",-1,0,3.3,4.1,3.2,3.3,3.3,10000+ Employees,Company - Public,Manufacturing,1991,Electronics Manufacturing,$10+ billion (USD)
196,Machine Learning Engineer / Software Engineer,Horizon Technologies,Ramat Gan,3.5 ,"We’re seeking an experienced Machine Learning Engineer / Software Engineer (ML oriented), who will be integral to the data science feature development process, working in tandem with data engineering. You will design machine learning pipelines, apply algorithms to generate predictions and tackle data set challenges, and develop the first-ever, real-time corporate credit score platform. This isn't just another job. you'll be a key part of an exciting, experienced team in a fast-paced environment. You will:  Build forecasting/prediction models from scratch (POC) to production-ready Work closely in aligning the product, research, and development teams in crafting the product, increasing product effectiveness Take a critical role in the research process for finding the best market solutions for defined business problems Provide guidance to the R&D team and product teams  You have:  2+ years of experience as a Senior Software Engineer (ML), Machine Learning Engineer, Data Engineer, or in a similar role 4+ years of hands-on experience in engineering with Python Minimum 3-4 years of relevant experience: SQL complex queries (aggregations, analysis, etc.), as a strong cloud architect Degree in Computer Science, Physics, Mathematics, or equivalent experience Profound analytical skills and true love for data Extensive background in statistical analysis",-1,0,3.3,3.3,3.0,3.1,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD)
197,"Software Engineer III, Infrastructure, Google Cloud",Google,Tel Aviv-Yafo,4.5 ,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree. 2 years of experience with data structures or algorithms in either an academic or industry setting. 2 years of experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage, and/or hardware architecture.  Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,0,4.2,4.4,4.3,4.0,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
198,Backend Software Engineer - Air Platform,Oski Technology,Israel,4.6 ,"NVIDIA has been redefining computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s an outstanding legacy of innovation that’s motivated by extraordinary technology —and amazing people. NVIDIA is looking for an experienced Python Developer to join our Air team – the Digital Twin for Data Center Simulation web application. To learn more, visit https://air.nvidia.com. As a Python Developer, you will be responsible for designing, developing, and maintaining our web applications. This position offers the opportunity to have a real impact in an influential, technology-focused company impacting product lines that power the most advanced data centers in the world. We have crafted a team of outstanding people, whose mission is to push the frontiers of what is possible today and define the platform for the future of data center simulation and design. What you'll be doing:",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
199,Depth Camera Calibration Student - Imaging & Sensing Technology Group,Apple,Herzliya,4.2 ,"Summary Posted: Jan 23, 2023 Role Number:200454196 The Imaging and Sensing group at Apple develops depth sensing systems such as the ground-breaking True Depth camera that powers FaceID, as well as other cameras in Apple products. This multi-disciplinary group of engineers is responsible for architecture, design, and development of these highly complex sensing systems for Apple products. The Cameras and Depth Sensing team is looking for a system design engineer directly responsible for the design of calibration, simulation and test systems for new depth camera systems. This engineer works closely with Hardware Algorithm, Data Analysis and Operation groups to ensure the success of future Apple products. In this role, you will: * Develop, optimize and debug calibration and image processing algorithms & software in Matlab/C/Objective C * Design and specify the calibration and test methodology and stations according to product characters and quality requirements * Develop and optimize the entire station S/W solution * Qualify and debug the calibration and test station from system level down to component level, and improve station maturity * Deploy and monitor the stations, analyze large quantity station data, and formulate reports throughout the NPI cycle * Cooperate with cross functional teams to specify and implement test coverage",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
200,Medical Data Analyst,Nym Health,Tel Aviv-Yafo,-1,"At Nym, we’re passionate about simplifying healthcare by automating the accurate interpretation of clinical language. Our interdisciplinary team has developed an innovative technology that can understand clinical language and provides an entirely new way of analyzing and decoding medical records into clear, concise, and actionable information. This ultimately ensures clinical and administrative teams can spend more time focused on patient care. At Nym, the future is bright. Our engine currently processes over five million charts annually in more than 150 emergency department and urgent care settings across the US. We are backed by top-tier VCs and growing rapidly, with offices in NYC and Tel Aviv.     Requirements:",-1,1,4.1,4.7,3.0,2.7,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
201,Software Engineer - Windows Internals,Microsoft,Tel Aviv-Yafo,4.3 ,"Every organization needs to protect its sensitive data and access to critical assets. We are building a security product designed to revolutionize and reshape how people and organizations access their most sensitive resources.  This unique solution combines many technologies and disciplines in a mission to build a cohesive security product, which aims to empower organizations to access and manage highly secure assets while staying productive and avoiding business disruption.  Aspart of the founding team of a new product group, you will have massive impact in shaping the next generation of secure remote access ecosystem in the security landscape.  This is your opportunity to be part of a fast-moving, startup-like team that is laser focused on achieving very high goals, with a variety of teams across Microsoft and have a great time doing so.  Join us and shape the future of security!        Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
202,"Senior Software Engineer, Google Cloud",Google,Tel Aviv-Yafo,4.5 ,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. Experience with software development in one or more programming languages, and with data structures/algorithms. Experience testing, maintaining, or launching software products, and with software design and architecture.  Preferred qualifications: Master's degree or PhD in Computer Science or related technical field. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,0,4.2,4.4,4.3,4.0,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
203,Backend Data Engineer,lusha,Tel Aviv-Yafo,3.7 ,"Description Lusha is growing and we are searching for an experienced Backend-Data Engineer to join us! If you are a highly skilled software engineer experienced in solving complex algorithmic and engineering (preferability data) challenges, a strong knowledge of a wide range of technologies and solutions as a Backend developer, and someone who thrives in a cross-functional, fast-paced environment - continue reading :) You will: Design and implement high scale and data intensive services",-1,0,3.5,3.8,3.6,3.2,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable
204,Cloud OpenShift Consultant - Israel,Red Hat Software,Raanana,4.2 ,"About the job: The Red Hat Consulting team is looking for a Consultant focused on Red Hat Cloud Products to join us in Israel. In this role, you will specialize in the design and development of cloud-ready application architectures, including automated container platforms, deployment pipelines. You'll lead the on-site implementation of Red Hat's technologies like Red Hat OpenShift, Red Hat OpenShift Container Storage, Red Hat Open Data Science and Red Hat Ansible Automation Platform. You'll play a key role in the enterprise development of our customers, helping make our solutions both practical and workable for their businesses. You'll work to gain an understanding of customer infrastructure and business needs, make recommendations that resolve their issues, and help them make strategic decisions. As a Cloud Consultant, you will help customers build enterprise applications and capabilities around cloud technologies to streamline development and allow for continuous feature release of applications. What you will do: What you will bring:",-1,0,4.0,3.9,4.3,3.7,4.3,10000+ Employees,Company - Public,Information Technology,1993,Enterprise Software & Network Solutions,$1 to $5 billion (USD)
205,Front End Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2 ,"Front End Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.    Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
206,Algorithms Intern – Student Role,Pulsenmore,Ramat Gan,-1,"Pulsenmore is an emerging leader in connected, patient-driven home ultrasound. We are on a mission to dramatically improve access to care while increasing convenience and efficiency for payers, providers, and patients. The algorithms team is a versatile software team responsible for various applications in the company. We employ a variety of techniques like image processing, statistics and probability, and machine learning to improve the experience and quality of ultrasound scans. We are looking for a motivated student with programming capabilities to join our team.  Requirements:    Responsibilities:",-1,1,5.0,5.0,5.0,5.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
207,Zerto- DevOps Engineering Intern,Hewlett Packard Enterprise,Herzliya,4.2 ,"Zerto- DevOps Engineering Intern  This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.      Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business, Calendar Management, Coaching, Computer Literacy, Creativity, Critical Thinking, Dealing with Ambiguity, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity, Office Administration, Policy and procedures, Problem Solving, Project Management, Recordkeeping, Risk Assessment, Software Development {+ 5 more} Administration N/A",-1,0,3.8,3.7,4.3,3.8,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable
208,Computer Vision and ML R&D Student - Imaging & Sensing Technology Group,Apple,Herzliya,4.2 ,"Summary Posted: May 18, 2023 Role Number:200480486 The Imaging and Sensing group at Apple is looking for a Computer Vision R&D student to creatively research, prototype and enable bleeding edge future Apple technologies and products based around depth, geometry and vision for Photography features. Our group develops and contributes to major Apple products such as the TrueDepth camera, Cinematic Mode, Portrait Mode, ARKit Scene Reconstruction and many more. This multi-disciplinary group of engineers is responsible for architecture, design, and development of these highly complex sensing systems for many of Apple's greatest shipping products. We are looking for a creative and dedicated computer vision machine learning student, optimally with experience in stereo-vision, depth technologies, camera calibration, optimization and deep learning. As a member of a fast-paced team, you have the unique and rewarding opportunity to shape upcoming products that will delight and inspire millions of people every day. YOUR JOB RESPONSIBILITY WILL INCLUDE Develop and deliver high quality computer vision algorithms for existing and future Apple products. As a Computer Vision and ML R&D Student you will be responsible for exploring and prototyping on top of current and future technologies and products at Apple. The role requires you to have a deep curiosity and ability to understand complex software flows and neural networks design and validation while abstracting their core functionality to produce high quality concepts and prototype demos. Non-trivial research of cutting edge methodologies in stereo imaging, synthetic data, depth processing and neural networks optimization will be core parts of your day to day work. A basic familiarity with camera sensors (pinhole model, stereo) and machine learning and deep learning concepts are required as these form a basis for a lot of the work in the group. Cooperating with your team members to prepare presentations, papers, and talks to explain your inventions.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
209,SW Development Student,INTEL,Petah Tikva,4.2 ,"Job Description  Intel NEX Cloud Networking (NCNG) team delivers best-in-class Ethernet products and is at the heart of Intel's transformation from a PC company to a company that powers the cloud and billions of smart, connected computing devices. NCNG's compelling Ethernet products move the world's data and are the foundations of cloud service and telecommunications data centers. You will be exposed to High-Speed I/O protocols such as PCIe, DDR5, and PAM4 Ethernet, which are a part of our Ethernet Infrastructure Processing Unit (Intel® IPU) and Foundation NIC (FNIC) Ethernet product lines. We propose a dynamic and flexible workplace position, working directly with highly capable design, system, and pre/post-silicon teams within the organization.     The Network & Edge Group brings together our network connectivity and edge into a business unit chartered to drive technology end to end product leadership. It's leadership Ethernet, Switch, IPU, Photonics, Network and Edge portfolio is comprised of leadership products critically important to our customers.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
210,Associate/Consultant - Cybersecurity,Boston Consulting Group,Tel Aviv-Yafo,4.4 ,"Who We Are  Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.  To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.   BCG''s Tech and Digital Advantage (TDA) practice focuses on helping clients deliver competitive advantage and business superior performance through the use of data, technology and digital. TDA is the fastest growing practice at BCG and at the heart of the strategic impact we have with our clients. Our consultants and experts globally work across all industries and provide deep experience and expertise across a number of topics including: * Digital Transformation * Data & Digital Platforms * Software & Agile * Digitizing the Tech Function",-1,0,4.4,4.5,4.3,4.1,3.1,10000+ Employees,Company - Private,Management & Consulting,1963,Business Consulting,$5 to $10 billion (USD)
211,Security Researcher: Intern Opportunities,Microsoft,Tel Aviv-Yafo,4.3 ,"Every year, we welcome thousands of university students from every corner of the world to join Microsoft. You bring your aspirations, talent, potential—and excitement for the journey ahead.  At Microsoft, Interns work on real-world projects in collaboration with teams across the world, while having fun along the way. You’ll be empowered to build community, explore your passions and achieve your goals. This is your chance to bring your solutions and ideas to life while working on cutting-edge technology. The internship is designed not only for you to do great work with the opportunity to learn and grow, but to experience our culture full of diverse community connection, executive engagement, and memorable events.  We’re a company of learn-it-alls rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.          Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
212,"AI Product Analyst student for Artificial Intelligence Group, Intel",INTEL,Petah Tikva,4.2 ,"Job Description  The AI Solutions Group is Intel's internal AI group. It is a global team of over 200 experts that uses AI to upgrade and transform Intel's critical operations. The group develops and deploys AI solutions across the company, from processor architecture and design, through manufacturing to sales. This yields both more then 1B of annual value for Intel and better products for its customers. Our AI Product Analysts Intel's AI product experts are essentially rock stars-they combine deep AI knowledge with product management best practices to create innovative and high value AI based products at scale. Our AI product experts engage with our customers to identify high business value problems that can be solved using AI, defining creative and high-end solutions that our data scientists and machine learning engineers can create. They also conduct deep data analysis using state-of-the-art technologies, collaborating with our data scientists to identify, create and evaluate the best algorithms to solve problems. Working diligently with our customers, our product analysts help implement and drive the highest business value possible from our solutions.               Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
213,DevOps Software Engineer - (Student position) SAP Cloud Virtualization,SAP,Raanana,4.4 ,"We help the world run better  Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!",-1,0,4.1,4.0,4.4,4.0,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD)
214,Israel InfoSec DevSecOps student,INTEL,Petah Tikva,4.2 ,"Job Description  About the Group The Intel Information Security team provides the critical capabilities that protect our people, apps, content and devices while simultaneously allowing the business to run faster than it does today. We focus on corporate security and identity infrastructure. Enabling secure Intel business solutions by providing core identity and authentication services. What will you do? As an Israel DevSecOps student, you will work with security and identity tools. Including planning, configuring, optimizing, and managing ongoing operations for our global team.     Intel's Information Technology Group (IT) designs, deploys and supports the information technology architecture and hardware/software applications for Intel. This includes the LAN, WAN, telephony, data centers, client PCs, backup and restore, and enterprise applications. IT is also responsible for e-Commerce development, data hosting and delivery of Web content and services.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
215,Python and C++ Software Engineer,Oski Technology,Tel Aviv-Yafo,4.6 ,"NVIDIA networking is a leading supplier of end-to-end Ethernet and InfiniBand intelligent interconnect solutions and services for servers, storage, and hyper-converged infrastructure. The NVIDIA Developer Tools group is looking for an extraordinary senior Python and C++ engineer to participate in the development of the next generation of developer tools for our networking solutions. The successful candidate will show strong background in Python programming, ability to work independently and quickly learn new technology, good communication and motivated to solve sophisticated problems. What you’ll be doing: Design and implement new features Develop state-of-the-art network tools for debugging and boosting performance of ground-breaking networking solutions",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
216,Software development student,Screenovate,Qiryat Gat,4.2 ,"MSOA Israel Software Analytics Team is seeking a talented and passionate student with a strong background in FE/UI/UX to join our team. As a member of our agile team, you will be responsible for developing high-quality UI concepts and application solutions for customers in Intel sites worldwide. You will be tasked with designing intuitive, user-friendly UI/UX concepts that are visually appealing and easy to use. The insights generated by these applications will have a significant impact on Intel's day-to-day engineering work. In this role, you will be required to interact with various personas, including managers, engineers, and technicians, to extract and understand the data. We are looking for a curious, creative, fast, focused, and innovative individual to join our development team. If you are passionate about creating UI/UX designs that are both aesthetically pleasing and highly functional, and have a desire to work in a dynamic and challenging environment, we encourage you to apply.     As the world's largest chip manufacturer, Intel strives to make every facet of semiconductor manufacturing state-of-the-art - from semiconductor process development and manufacturing, through yield improvement to packaging, final test and optimization, and world class Supply Chain and facilities support. Employees in the Technology Development and Manufacturing Group are part of a worldwide network of design, development, manufacturing, and assembly/test facilities, all focused on utilizing the power of Moore’s Law to bring smart, connected devices to every person on Earth.  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.  We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html  This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",-1,0,4.0,4.0,4.2,3.7,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD)
217,Software Engineer - Data Group,lusha,Tel Aviv-Yafo,3.7 ,"Description Description Lusha is growing rapidly, and we are seeking an exceptional Software Engineer to join us! If you are a highly skilled software engineer, experienced in solving complex algorithmic and engineering challenges, with a strong knowledge of a wide range of technologies and solutions as a Software Engineer, and someone who thrives in a cross-functional and fast-paced environment - continue reading :) You will",-1,0,3.5,3.8,3.6,3.2,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable
