,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
123,Angular.js developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for an experienced Angular.js developer, to support our startups and enterprise clients. Required skills At least 1 year of experience in Angular.js 1.5 2.0 Proven background in SaasLess, ECMAscript 6, html5, css3, gulp grunt, bower and more. B.A. in Computer Science / Software Engineering from a recognized academic institution.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
124,Experienced Full Stack Developer,code value,Herzliya,3.9 ,"About The Position CodeValue is a leading software company delivering a full-spectrum of software services that enable customers to focus on their core business activities. Among our experts one can find Microsoft Regional Directors (MRD),Microsoft Most Valuable Professionals (MVP), Google Developer Experts (GDE) and more. Our employee's works with the latest technologies and builds advanced systems using cutting edge technologies. As a Full Stack Developer at CodeValue, you will be responsible for:",-1,0,3.8,2.8,3.7,3.8,4.0,51 to 200 Employees,Company - Public,Information Technology,2010,Software Development,Unknown / Non-Applicable
125,Full Stack Developer (Backend Oriented),R2Net,Herzliya,4.2 ,"R2Net Ltd. Company is an international software company owned by the world's largest retail group of luxury jewelry and diamonds, Signet Jewelers (traded on the US Stock Exchange). We develop a range of technological solutions for various brands, including the global retail e-commerce Jamesallem.com, one of the world's largest online trade companies of diamonds and engagement rings. We have a variety of systems, websites, and interfaces developed with the latest technologies.  What’s it like to work for us? Our work environment is diverse and inclusive, with many different people from different backgrounds and cultures. Every team member has a voice in the company and contributes to its development. There are plenty of opportunities for growth within the company, with a collaborative and entrepreneurial approach, as well as promoting a work-life balance.",-1,1,4.2,3.9,4.1,4.1,3.9,201 to 500 Employees,Company - Public,Retail & Wholesale,2007,Wholesale,Unknown / Non-Applicable
126,Software Developer בחברת סטארט-אפ רווחית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה מפתחת אפליקציה מובייל לחיפוש מקומי ויש לה למעלה מ-3 מיליון משתמשים. החברה מציעה תנאים מפנקים ביותר- תוכנית אופציות, קרן השתלמות, תן ביס, איזון בית-עבודה, יכולת להשפיע ולהתפתח. החברה יושבת בתל אביב ונמצאת מרחק הליכה מהרכבת. משלבים מודל עבודה היברידי ומונים 80 עובדים. מהות התפקיד: מדובר בהשתלבות בצוות ה-Data של החברה, אחד הצוותים המובילים הפיתוח ב-Python וכולל עבודה מול מגוון Data Base, סטאק טכנולוגי: Vue.js, JavaScript, Python, Node. סביבת ענן AWS. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
127,Back End Developer – Compute,CPS Jobs,Tel Aviv,2.6 ,תחום: We are looking for a Back End Developer - compute דרישות:  3+ years experience with large-scale distributed systems. In-depth knowledge of Linux operating system. Excellent teamwork and communication skills. Excellent debugging capabilities and wide system view. Bachelor's degree in software engineering/computer science or equivalent education.  Experience with cloud infrastructure (i.e. AWS). Experience with open source projects (e.g. OpenStack) Strong experience in Python – Major advantage Experience working in agile environment,-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
128,SAP Developer - Student position,XPLORE Consulting,Raanana,5.0 ,"SAP Developer - Student Position  Xplore Consulting give you the opportunity to jump directly from theory to practice by working with us on “real life” projects. As a junior software developer, you are responsible for designing, coding and testing under the guidance of experienced developers. You will work in a cross-functional team of architects, developers, designers, and scrum-masters that are end-to-end responsible as a team for the software they delivery.  Educational/Experience Requirements – Education, Language",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
129,Frontend Developers,diagnostics.ai,Israel,4.2 ,"Office: London, UK  Join a fast growing and dynamic Health Tech company that’s improving patients’ lives in developed  and emerging economies  Diagnostics AI is passionate about making the world a better place by applying innovative AI to  disease testing. We are looking for an expert developer with vue.js experience, to carry forward our  web-based medical application with determination, technical flair and strong communication skills.  Perks include a fantastic learning opportunity, working with experienced product specialists and  clinical diagnostic scientists, regular interaction with our customers and our Options scheme. Join us  and work for a company that is transforming healthcare.  Responsibilities  relevant coding standards and practices.  Job requirements  Preferred  How to apply  Send a cover letter and CV (in English) to jobs@diagnostics.ai, the cover letter referring specifically  to the above job requirements.",-1,0,3.8,3.8,4.1,3.7,4.1,10000+ Employees,Company - Public,Manufacturing,1847,Electronics Manufacturing,$10+ billion (USD)
130,Full Stack Developer,WhiteSource,Giv`atayim,4.2 ,"Mend.io is passionate about safeguarding the applications that power our digital world. We are a fast-growing company with a vision for building next-level application security that developers and security teams love to use. We have offices in Boston and Tel Aviv and a global workforce of remote workers. We are seeking a highly skilled and experienced Full Stack Software Developer to join our team. As a Full Stack Software Developer, you will be responsible for designing, developing, and maintaining both the backend and frontend components of our software applications. Our culture is open, inclusive, and engaging, and we work hard to foster a company where everyone feels valued. Mend is a company that lives by its values:",-1,0,4.0,3.9,4.3,3.7,4.1,201 to 500 Employees,Company - Private,Information Technology,2011,Enterprise Software & Network Solutions,Unknown / Non-Applicable
131,Python Developer,Aurora Labs,Tel Aviv-Yafo,5.0 ,"Description Aurora Labs is reinventing remote diagnostics and over the air (OTA) updates for cars and smart devices. We are using machine learning and artificial intelligence to develop and bring to market a Self-Healing Software solution to future proof the next generation of software-driven innovations. Our customers are leading vehicle manufacturers, smart device makers and Industry 4.0 companies. We are looking to hire a Python Developer to be part of an agile team of engineers designing and developing the products and features that our customers require. Our team is an experienced group of software engineers with a curiosity for innovation and a passion to make a change in the exciting world of connected cars and smart devices.",-1,0,4.6,4.3,4.6,4.6,4.6,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
132,Sr. Node.js Backend Developer,FUNDGUARD,Tel Aviv-Yafo,5.0 ,"DESCRIPTION We are seeking a highly skilled Senior Backend Developer to join our dynamic startup! As a Senior Backend Developer, you will play a crucial role in designing, developing, and maintaining robust and scalable backend systems. Your expertise in Node.js and TypeScript will be essential in building cutting-edge financial solutions. Experience with GraphQL is a definite advantage, enabling you to optimize and enhance our API offerings.  Responsibilities: Collaborate with cross-functional teams to understand product requirements and contribute to the architectural decisions of backend systems.",-1,0,5.0,5.0,4.8,5.0,5.0,51 to 200 Employees,Company - Private,Information Technology,2018,Enterprise Software & Network Solutions,Unknown / Non-Applicable
133,Full-Stack Developer- Monetization,Mccann,Tel Aviv-Yafo,3.4 ,"A Bit About Us We are an ever-evolving company, driven by our passion for video. We’ve grown from a small start-up to a thriving business, and have been a part of the biggest global ad agency for ten years. Our main priority is maintaining our fun and determined environment and keeping our employees engaged in their work. We need people that are as passionate about video and the ad tech industry. If you are ambitious, hardworking, and motivated, we want to get to know you!   Requirements:  Sub Company: Primis",-1,1,3.1,3.1,3.2,2.9,3.2,10000+ Employees,Subsidiary or Business Segment,Media & Communication,1912,Advertising & Public Relations,Unknown / Non-Applicable
134,Big Data developer - Python,Twingo,Herzliya,4.3 ,"Twingo is expanding, seeking an experienced Python developer for challenging work in the world of Big Data. Design, develop & maintain the BIG DATA platform (Vertica). Design, develop & maintain the BIG DATA infrastructure (development, monitoring, installation, integration, etc…) Be part of the dynamic and agile core DBA team. Collaborate with field engineers for the deployment phases. Work on major, challenging projects with enterprise and startup customers. Job location – Herzliya, Israel.",-1,0,4.3,3.4,4.2,4.3,4.5,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
135,C# Developer,Hexagon Asset Lifecycle Intelligence,Nesher,3.9 ,"Responsibilities: Hexagon’s Asset Lifecycle Intelligence division (Hexagon) is seeking a Software Developer, with strong technical and programming skills, who is passionate about problem solving and proven excellent communication skills to join our development product services team, as software engineer at Hexagon-ALI, you will join our product development team to help our growing business, by designing and developing cutting-edge, high-quality solutions to our platforms and frameworks.  We utilize a progressive, test-driven, Agile development methodology that places a high premium on communication, teamwork, sound design and clean implementation.  Qualifications:",-1,0,3.6,3.6,3.8,3.6,4.0,1001 to 5000 Employees,Company - Public,Information Technology,1992,Computer Hardware Development,$500 million to $1 billion (USD)
136,Full Stack Developer (Backend Oriented),R2Net Israel Ltd. - JamesAllen.com,Israel,4.2 ,"We are seeking an experienced Web developer to join our team; skilled and experienced on MERN Stack(MongoDB, Express, React, Node). The candidate must have a strong background(professional/private projects) in AI Development. In this role, you will be responsible for Web development for unique and high-quality B2B products; also, you will design and implement algorithms and models(in-house development). This will involve working closely with our product and engineering teams to understand their requirements, as well as collaborating with other members of the FS team to ensure a cohesive and effective solution.  About Us: R2Net Ltd. Company is an international software company owned by the world's largest retail group of luxury jewelry and diamonds, Signet Jewelers (traded on the US Stock Exchange). We develop a range of technological solutions for various brands, including the global retail e-commerce Jamesallem.com, one of the world's largest online trade companies of diamonds and engagement rings. We have a variety of systems, websites, and interfaces developed with the latest technologies.  Collaborate with product and engineering teams to understand their requirements and ensure the solution meets their needs. Work closely with other members of the FS team to ensure cohesive and effective implementation of our products/developments. Stay up-to-date with the latest developments in AI research, and incorporate new techniques and technologies as appropriate (add more) Optionally – Develop new products / improve our existing products based on AI. Requirements: Mandatory Experience from B2B Company.  3+ years of professional experience in MERN Stack(MongoDB, Express, React, Node) – At least 3 years with Frontend orientation. Experience from work or big independent projects in AI Modules in Python language. Experience with Python. High level of English.  Maintaining high standards of code quality & styling and thoughtful application design. Independent, autodidact, ready to work in unconventional hours when needed. Excellent problem-solving skills and ability to think critically and logically. Strong communication skills and ability to collaborate effectively with a team.  Advantage Bachelor’s degree in Computer Science, Machine Learning, or a related field. Experience with OpenAI services / AI modules. Experience with .Net core.",-1,0,4.2,3.9,4.1,4.1,3.9,201 to 500 Employees,Company - Public,Retail & Wholesale,2007,Wholesale,Unknown / Non-Applicable
137,Full Stack Developer,Panda Trading System,Haifa,-1,"Closes January 1, 2025 Location Haifa, Haifa, Israel Category Software and Programming Type",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
138,Full Stack Developer,Mend,Giv`atayim,4.0 ,"Mend.io is passionate about safeguarding the applications that power our digital world. We are a fast-growing company with a vision for building next-level application security that developers and security teams love to use. We have offices in Boston and Tel Aviv and a global workforce of remote workers. We are seeking a highly skilled and experienced Full Stack Software Developer to join our team. As a Full Stack Software Developer, you will be responsible for designing, developing, and maintaining both the backend and frontend components of our software applications. Our culture is open, inclusive, and engaging, and we work hard to foster a company where everyone feels valued. Mend is a company that lives by its values:  Requirements:",-1,1,4.1,3.3,3.8,3.7,4.0,1 to 50 Employees,Company - Private,Healthcare,2014,Health Care Services & Hospitals,Unknown / Non-Applicable
139,Full Stack Engineer (React/ NodeJS),"אפ קארד פיתוח בע""מ",Raanana,-1,"We are seeking a skilled ReactJS and NodeJS Developer to join our team. The candidate will have a strong background in computer science, a minimum of 3 years of experience in developing applications using ReactJS and NodeJS, and a comprehensive understanding of UI development. With five years of professional experience, the ideal candidate will contribute to designing, developing, and maintaining the card’s area in AppCard. Responsibilities: Develop and maintain high-quality web applications using ReactJS and NodeJS.  Collaborate with cross-functional teams to gather requirements and translate them into technical specifications. Implement responsive and user-friendly UI designs, ensuring a seamless and intuitive user experience. Write clean, efficient, and scalable code following industry best practices. Conduct thorough testing and debugging to ensure the functionality and performance of the applications.  Collaborate with team members to identify and address technical challenges, providing innovative solutions. Stay updated with the latest trends and advancements in ReactJS, NodeJS, and UI development to continuously enhance your skills and contribute to the team’s growth. Requirements: A bachelor’s degree in Computer Science or a related field Minimum of 3 years of hands-on experience developing ReactJS and NodeJS applications. Strong understanding of UI development principles, including responsive design, accessibility, and usability.  Proficient in HTML, CSS, JavaScript, and related web technologies. Experience with version control systems (e.g., Git) and modern development tools. Solid knowledge of software development lifecycle, best practices, and agile methodologies. Excellent problem-solving skills and attention to detail.  Strong communication and collaboration abilities, with the capacity to work effectively in a team environment.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
140,Full Stack Engineer (React/ NodeJS) Hod HaSharon,AppCard,Hod HaSharon,3.6 ,"Join our team of technical innovators and creative problem solvers.  We are always on the lookout for curious, proactive, enthusiastic people who are passionate about helping businesses understand their customers, and helping customers get the most out of their shopping experience. Headquartered in Downtown NYC, with offices in Ramat Hasharon, Israel and Delray Beach, Florida, AppCard is a startup environment where all ideas and contributions receive attention and recognition. Our philosophy is simple: be the best, work hard and have fun. If you have confidence, ambition and talent, we’d love to meet you. submit your resume to careers@appcard.com.   Full Stack Engineer (React/ NodeJS)Hod HaSharon We are seeking a skilled ReactJS and NodeJS Developer to join our team. The candidate will have a strong background in computer science, a minimum of 3 years of experience in developing applications using ReactJS and NodeJS, and a comprehensive understanding of UI development. With five years of professional experience, the ideal candidate will contribute to designing, developing, and maintaining the card’s area in AppCard. Responsibilities: Develop and maintain high-quality web applications using ReactJS and NodeJS. Collaborate with cross-functional teams to gather requirements and translate them into technical specifications. Implement responsive and user-friendly UI designs, ensuring a seamless and intuitive user experience. Write clean, efficient, and scalable code following industry best practices. Conduct thorough testing and debugging to ensure the functionality and performance of the applications. Collaborate with team members to identify and address technical challenges, providing innovative solutions. Stay updated with the latest trends and advancements in ReactJS, NodeJS, and UI development to continuously enhance your skills and contribute to the team’s growth. Requirements: A bachelor’s degree in Computer Science or a related field Minimum of 3 years of hands-on experience developing ReactJS and NodeJS applications. Strong understanding of UI development principles, including responsive design, accessibility, and usability. Proficient in HTML, CSS, JavaScript, and related web technologies. Experience with version control systems (e.g., Git) and modern development tools. Solid knowledge of software development lifecycle, best practices, and agile methodologies. Excellent problem-solving skills and attention to detail. Strong communication and collaboration abilities, with the capacity to work effectively in a team environment.",-1,0,3.8,3.0,3.5,3.5,3.2,1 to 50 Employees,Company - Public,Information Technology,-1,Computer Hardware Development,$5 to $25 million (USD)
141,Senior Full Stack Developer (Node JS . Angular 8),CPS Jobs,Tel Aviv,2.6 ,"תחום: A leading SAAS product company is looking for a Senior Full Stack Developer who is passionate about web. You will join us in the journey of building an amazing product in the online user experience realm. What will you actually be doing? A technical focal point for software development best practices and design of main components, services and systems Lead, grow and mentor our group of engineers. Work very closely with the business, dealing with 30% of Fortune 500 companies Develop code that is used daily by millions of users Practice advanced client-side techniques Contribute to challenging server-side development with microservices architecture, using the industry's latest trends",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
142,Node.js Full Stack Developer,Startica,Tel Aviv-Yafo,1.5 ,"Dot Net, JAVA, VB.NET, מפתח/ת PHP Startica is looking for a Node.js Full Stack Developer BS/MS degree in Computer Science, Engineering or a related subject from a well known University or College 5years of proven hands-on Software Development experience Strong background in computer science fundamentals – data structures, Object-Oriented and multi threading Proven working experience in Node.JS Experience with JavaScript, ES6, TypeScript Good understanding of multi treading concepts",-1,0,1.0,1.0,1.0,1.0,1.0,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
143,C++ / C# Developer,CPS Jobs,Tel Aviv,2.6 ,"תחום: An international software company providing comprehensive IT management solutions, is recruiting a C# (.Net)/C++ Developer for Client Group. . Ability to identify and solve complex problems independently Strong technical skills Self-motivated and responsible and service oriented person Team player Fluent in English Able to work independently and drive results דרישות:",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
144,Software Development Engineer - Mabaya,Criteo,Tel Aviv-Yafo,4.2 ,"What You'll Do: This Software Development Engineer position is for Mabaya, a SaaS start-up part of Criteo that develops technologies enabling online retailers to monetize their traffic. Mabaya is looking for a Java server-side software developer with Fullstack capabilities who loves and understands software and complexities associated with it and who wants to influence the company's future. Who You Are: Requirements:",-1,0,3.8,4.1,4.3,3.8,4.4,1001 to 5000 Employees,Company - Public,Information Technology,2005,Internet & Web Services,$1 to $5 billion (USD)
145,Fullstack Developer (C#),mPrest Systems,Northern,3.2 ,"Karmiel · Full-time About The Position Full Stack Developer for advanced operational system development. If you want to take part in the development of core defense solutions, participate in all product development stages, attend military experiments, and contribute to the national security, your place is with us!  Requirements 2-3 years of hands-on software development experience. Proven experience in C#, .NET environment.",-1,0,3.4,2.7,2.8,3.1,3.1,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
146,Senior Software Python Developer,Apple,Herzliya,4.2 ,"Summary Posted: Jun 7, 2023 Role Number:200464633 The people here at Apple don’t just build products — they craft the kind of wonder that’s revolutionised entire industries. It’s the diversity of those people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Our growing team is looking for a passionate senior software engineer to join us and develop a multiprocess framework. You will be an active developer of a software framework for the core development of Wireless Technologies. You will design and implement dedicated modules and advanced tools that are in extensive daily use by customers. You will directly influence the productivity of hundreds of users. You will take Python to its limits and use state of the art technologies.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
147,Lead Python Developer,Sunbit,Israel,3.9 ,"About Us Sunbit builds financial technology for real life. Our technology eases the stress of paying for life’s expenses by giving people more options on how and when they pay. Founded in 2016, Sunbit offers a next-generation, no-fee credit card that can be managed through a powerful mobile app, as well as a point-of-sale payment option available at more than 16,000 service locations, including auto dealership service centers, optical practices, dentist offices, veterinary clinics, and specialty healthcare services. Sunbit was included on the 2022 Inc. 5000 list. The financial technology company has also been named as a Most Loved Workplace®, Best Point of Sale Company, and as a Top Fintech Startup by CB Insights. We use cutting-edge innovations in financial technology to bring leading data and features that allow individuals to be qualified instantly, making purchases at the point-of-sale fast, fair and easy for consumers from all walks of life. We create value focused on our core values; we work tirelessly to ensure that Sunbit becomes available to everyone, everywhere.   Requirements:",-1,0,4.1,3.9,4.3,4.1,4.1,201 to 500 Employees,Company - Private,Financial Services,2016,Banking & Lending,Unknown / Non-Applicable
148,C# Developer – WPF specialist,CPS Jobs,Tel Aviv,2.6 ,תחום: A security company developing cutting edge IoT technology in the security field is looking for C# Developer - WPF specialist דרישות:   Bachelor's degree in Computer Science / Software Engineering-must At least 3 years of deep experience with design and develop complex systems with WPF – must Experience with XAML-must Multi-threading on Windows platform-must security clearance- advantage,-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
149,Monogoto-Full Stack Developer,Team8,Tel Aviv-Yafo,4.6 ,"About the company: Monogoto is a cloud-based and API-driven global cellular connectivity provider, implementing secure IoT connectivity and Private 5G and LTE networks. The company offers an Infrastructure-as-a-Service (IaaS) solution for the IoT industry and enterprise companies. We are looking for a Developer. If you’re looking to lead, innovate, and grow professionally you should definitely consider applying to join us on our journey! Your role will include: Be part of an early-stage startup company, design and implement advanced features.  Requirements:  Team8: Monogoto",-1,1,4.1,4.2,4.5,4.4,3.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
150,Machine Learning System Software Developer,CPS Jobs,Tel Aviv,2.6 ,"תחום: A company in the semiconductor field is looking for a Machine Learning System Software Developer Candidate must be highly motivated and have strong written and verbal communication skills Looking for an experienced developer with an exponential learning curve Candidate must have good communication skills and must be able to work in collaborative environment דרישות:  B.Sc/M.Sc. in Engineering, Computer Science, or related technical field from a leading university 3+ years of software development experience Strong knowledge of software design, programming techniques, especially C/C++ Deep understanding of embedded systems architecture: CPU, memory, Operating Systems and device drivers – advantage Knowledge of Python – advantage Experience with DSP processors – advantage",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,-1,-1,-1,-1
151,SAP Developer - Student position,XPLORE Consulting,Raanana,5.0 ,"SAP Developer - Student Position  Xplore Consulting give you the opportunity to jump directly from theory to practice by working with us on “real life” projects. As a junior software developer, you are responsible for designing, coding and testing under the guidance of experienced developers. You will work in a cross-functional team of architects, developers, designers, and scrum-masters that are end-to-end responsible as a team for the software they delivery.  Educational/Experience Requirements – Education, Language",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
152,Angular.js developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for an experienced Angular.js developer, to support our startups and enterprise clients. Required skills At least 1 year of experience in Angular.js 1.5 2.0 Proven background in SaasLess, ECMAscript 6, html5, css3, gulp grunt, bower and more. B.A. in Computer Science / Software Engineering from a recognized academic institution.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
153,Lead Python Developer,Sunbit,Israel,3.9 ,"About Us Sunbit builds financial technology for real life. Our technology eases the stress of paying for life’s expenses by giving people more options on how and when they pay. Founded in 2016, Sunbit offers a next-generation, no-fee credit card that can be managed through a powerful mobile app, as well as a point-of-sale payment option available at more than 16,000 service locations, including auto dealership service centers, optical practices, dentist offices, veterinary clinics, and specialty healthcare services. Sunbit was included on the 2022 Inc. 5000 list. The financial technology company has also been named as a Most Loved Workplace®, Best Point of Sale Company, and as a Top Fintech Startup by CB Insights. We use cutting-edge innovations in financial technology to bring leading data and features that allow individuals to be qualified instantly, making purchases at the point-of-sale fast, fair and easy for consumers from all walks of life. We create value focused on our core values; we work tirelessly to ensure that Sunbit becomes available to everyone, everywhere.   Requirements:",-1,0,4.1,3.9,4.3,4.1,4.1,201 to 500 Employees,Company - Private,Financial Services,2016,Banking & Lending,Unknown / Non-Applicable
154,Full Stack Engineer (React/ NodeJS) Hod HaSharon,AppCard,Hod HaSharon,3.6 ,"Join our team of technical innovators and creative problem solvers.  We are always on the lookout for curious, proactive, enthusiastic people who are passionate about helping businesses understand their customers, and helping customers get the most out of their shopping experience. Headquartered in Downtown NYC, with offices in Ramat Hasharon, Israel and Delray Beach, Florida, AppCard is a startup environment where all ideas and contributions receive attention and recognition. Our philosophy is simple: be the best, work hard and have fun. If you have confidence, ambition and talent, we’d love to meet you. submit your resume to careers@appcard.com.   Full Stack Engineer (React/ NodeJS)Hod HaSharon We are seeking a skilled ReactJS and NodeJS Developer to join our team. The candidate will have a strong background in computer science, a minimum of 3 years of experience in developing applications using ReactJS and NodeJS, and a comprehensive understanding of UI development. With five years of professional experience, the ideal candidate will contribute to designing, developing, and maintaining the card’s area in AppCard. Responsibilities: Develop and maintain high-quality web applications using ReactJS and NodeJS. Collaborate with cross-functional teams to gather requirements and translate them into technical specifications. Implement responsive and user-friendly UI designs, ensuring a seamless and intuitive user experience. Write clean, efficient, and scalable code following industry best practices. Conduct thorough testing and debugging to ensure the functionality and performance of the applications. Collaborate with team members to identify and address technical challenges, providing innovative solutions. Stay updated with the latest trends and advancements in ReactJS, NodeJS, and UI development to continuously enhance your skills and contribute to the team’s growth. Requirements: A bachelor’s degree in Computer Science or a related field Minimum of 3 years of hands-on experience developing ReactJS and NodeJS applications. Strong understanding of UI development principles, including responsive design, accessibility, and usability. Proficient in HTML, CSS, JavaScript, and related web technologies. Experience with version control systems (e.g., Git) and modern development tools. Solid knowledge of software development lifecycle, best practices, and agile methodologies. Excellent problem-solving skills and attention to detail. Strong communication and collaboration abilities, with the capacity to work effectively in a team environment.",-1,0,3.8,3.0,3.5,3.5,3.2,1 to 50 Employees,Company - Public,Information Technology,-1,Computer Hardware Development,$5 to $25 million (USD)
155,Sr. Node.js Backend Developer,FUNDGUARD,Tel Aviv-Yafo,5.0 ,"DESCRIPTION We are seeking a highly skilled Senior Backend Developer to join our dynamic startup! As a Senior Backend Developer, you will play a crucial role in designing, developing, and maintaining robust and scalable backend systems. Your expertise in Node.js and TypeScript will be essential in building cutting-edge financial solutions. Experience with GraphQL is a definite advantage, enabling you to optimize and enhance our API offerings.  Responsibilities: Collaborate with cross-functional teams to understand product requirements and contribute to the architectural decisions of backend systems.",-1,0,5.0,5.0,4.8,5.0,5.0,51 to 200 Employees,Company - Private,Information Technology,2018,Enterprise Software & Network Solutions,Unknown / Non-Applicable
156,Big Data developer - Python,Twingo,Herzliya,4.3 ,"Twingo is expanding, seeking an experienced Python developer for challenging work in the world of Big Data. Design, develop & maintain the BIG DATA platform (Vertica). Design, develop & maintain the BIG DATA infrastructure (development, monitoring, installation, integration, etc…) Be part of the dynamic and agile core DBA team. Collaborate with field engineers for the deployment phases. Work on major, challenging projects with enterprise and startup customers. Job location – Herzliya, Israel.",-1,0,4.3,3.4,4.2,4.3,4.5,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
157,Full Stack Developer,CPS Jobs,Tel Aviv,2.6 ,"תחום: A leading company is looking for a FULL STACK ! Great team player, innovator at heart with an excellent interpersonal skill who is passionate about technology, have a strong interest in the latest technologies. Good written and spoken communication skills Excellent technical and analytical skills Team leadership experience – an advantage Fluent English, excellent communication skills Open and willing to travel when needed",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
158,Senior Full Stack Developer (Node JS . Angular 8),CPS Jobs,Tel Aviv,2.6 ,"תחום: A leading SAAS product company is looking for a Senior Full Stack Developer who is passionate about web. You will join us in the journey of building an amazing product in the online user experience realm. What will you actually be doing? A technical focal point for software development best practices and design of main components, services and systems Lead, grow and mentor our group of engineers. Work very closely with the business, dealing with 30% of Fortune 500 companies Develop code that is used daily by millions of users Practice advanced client-side techniques Contribute to challenging server-side development with microservices architecture, using the industry's latest trends",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
159,Full Stack Developer,Panda Trading System,Haifa,-1,"Closes January 1, 2025 Location Haifa, Haifa, Israel Category Software and Programming Type",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
160,Node.js Full Stack Developer,Startica,Tel Aviv-Yafo,1.5 ,"Dot Net, JAVA, VB.NET, מפתח/ת PHP Startica is looking for a Node.js Full Stack Developer BS/MS degree in Computer Science, Engineering or a related subject from a well known University or College 5years of proven hands-on Software Development experience Strong background in computer science fundamentals – data structures, Object-Oriented and multi threading Proven working experience in Node.JS Experience with JavaScript, ES6, TypeScript Good understanding of multi treading concepts",-1,0,1.0,1.0,1.0,1.0,1.0,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
161,Senior Software Python Developer,Apple,Herzliya,4.2 ,"Summary Posted: Jun 7, 2023 Role Number:200464633 The people here at Apple don’t just build products — they craft the kind of wonder that’s revolutionised entire industries. It’s the diversity of those people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Our growing team is looking for a passionate senior software engineer to join us and develop a multiprocess framework. You will be an active developer of a software framework for the core development of Wireless Technologies. You will design and implement dedicated modules and advanced tools that are in extensive daily use by customers. You will directly influence the productivity of hundreds of users. You will take Python to its limits and use state of the art technologies.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
162,Senior Back End Developer,eToro,Bnei Brak,3.7 ,"eToro is the world’s leading social trading network, providing millions of users from around the world a one-stop-shop solution for their trading and investing needs. Since 2007, eToro has positioned itself as a Fintech leader, pioneering revolutionary practices such as social trading and machine-learning-powered investment products. eToro’s award-winning trading and investing platform is at the forefront of Fintech technology. Our Research and    Requirements:    Sub Department: Back-end",-1,1,3.6,3.8,3.8,3.5,3.7,501 to 1000 Employees,Company - Private,Financial Services,2007,Financial Transaction Processing,$100 to $500 million (USD)
