title,employer,location,rating,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue,age,district,python_keyword,ai_keyword,java_keyword,javascript_keyword,c++_keyword,react_keyword,sql_keyword,aws_keyword,git_keyword
Software Engineer,Horizon Technologies,Ramat Gan,3,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Other,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Personetics,Giv`atayim,-1,1,-1,-1,-1,-1,-1.0,51 to 200 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,$1 to $5 million (USD),-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Data Scientist,Citi,Tel Aviv,3,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Microsoft,Tel Aviv,4,0,3,3,3,3,3.5,10000+ Employees,Company - Public,Financial Services,1812,Investment & Asset Management,$10+ billion (USD),211,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,INTEL,Petah Tikva,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Apple,Herzliya,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD),55,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Oski Technology,Israel,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Israel,0,0,0,0,0,0,0,0,0
Other,Apple,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Peroptyx,Israel,2,0,2,1,2,4,4.3,1 to 50 Employees,Company - Private,Unknown,2018,Internet & Web Services,Unknown / Non-Applicable,5,Israel,0,1,0,0,0,0,0,0,1
Student/Intern,INTEL,Petah Tikva,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD),55,Central,0,1,0,0,0,0,0,0,0
(Data) Analyst,OGC Global,Tel Aviv,5,1,5,4,5,5,5.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Anchor Fintech,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Other,Boston Consulting Group,Tel Aviv,4,0,4,4,4,4,3.1,10000+ Employees,Company - Private,Management & Consulting,1963,Business Consulting,$5 to $10 billion (USD),60,Tel Aviv,0,0,0,0,0,0,0,0,1
(Data) Analyst,RIPESEED,Raanana,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Student/Intern,Outbrain,Netanya,4,1,3,3,4,3,4.2,501 to 1000 Employees,Company - Public,Information Technology,2006,Internet & Web Services,Unknown / Non-Applicable,17,Central,0,1,0,0,0,0,0,0,1
Student/Intern,Apiiro,Tel Aviv,4,1,4,4,4,4,4.4,51 to 200 Employees,Company - Private,Information Technology,2019,Software Development,Unknown / Non-Applicable,4,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Investing,Tel Aviv,3,1,3,3,3,3,3.6,201 to 500 Employees,Company - Private,Media & Communication,2007,Publishing,Unknown / Non-Applicable,16,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Horizon Technologies,Ramat Gan,3,0,3,3,3,3,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD),-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,BrandShield,Herzliya,2,0,2,2,3,2,2.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Data Scientist,Ping Identity,Petah Tikva,4,0,4,4,4,4,4.3,1001 to 5000 Employees,Company - Public,Information Technology,2002,Enterprise Software & Network Solutions,$100 to $500 million (USD),21,Central,0,0,0,0,0,0,0,0,1
(Data) Analyst,מגדל חברה לביטוח,Petah Tikva,3,0,3,2,3,2,4.2,1001 to 5000 Employees,Company - Public,Insurance,-1,Insurance Carriers,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
(Data) Analyst,Ibex Medical Analytics,Tel Aviv,5,1,5,4,5,5,5.0,1 to 50 Employees,Company - Public,Healthcare,2016,Health Care Services & Hospitals,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Discount Bank,Rishon LeẔiyyon,4,1,3,3,3,3,4.0,5001 to 10000 Employees,Company - Public,Financial Services,1935,Banking & Lending,$1 to $5 billion (USD),88,Central,0,1,0,0,0,0,0,0,0
Data Scientist,Paretix,Tel Aviv,-1,0,4,3,3,-1,-1.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,SchoolStatus,Tel Aviv,-1,1,3,4,3,3,4.7,201 to 500 Employees,Company - Private,Information Technology,2012,Internet & Web Services,$25 to $100 million (USD),11,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Planck,Tel Aviv,-1,1,4,4,4,4,4.6,51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable,7,Tel Aviv,0,1,0,0,0,0,0,0,1
Data Scientist,MIcompany,Tel Aviv,4,1,4,3,4,4,4.0,51 to 200 Employees,Company - Private,Management & Consulting,-1,Business Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Outbrain Inc.,Netanya,4,0,3,3,4,3,4.2,501 to 1000 Employees,Company - Public,Information Technology,2006,Internet & Web Services,Unknown / Non-Applicable,17,Central,0,1,0,0,0,0,0,0,1
Student/Intern,Natural Intelligence,Tel Aviv,4,1,3,4,4,3,4.1,201 to 500 Employees,Company - Private,Media & Communication,2009,Advertising & Public Relations,Unknown / Non-Applicable,14,Tel Aviv,0,1,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Other,Pontera,Herzliya,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,0,0
Data Scientist,Natural Intelligence,Tel Aviv,4,1,3,4,4,3,4.1,201 to 500 Employees,Company - Private,Media & Communication,2009,Advertising & Public Relations,Unknown / Non-Applicable,14,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,DBArt,Hod HaSharon,5,0,-1,-1,-1,-1,-1.0,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,1,1,1,0,0,0,1,1,0
Student/Intern,ThetaRay,Hod HaSharon,4,0,4,4,4,4,4.3,51 to 200 Employees,Company - Private,Information Technology,2013,Enterprise Software & Network Solutions,Unknown / Non-Applicable,10,Central,0,1,0,0,0,0,0,0,0
(Data) Analyst,Discount Bank,Rishon LeẔiyyon,4,1,3,3,3,3,4.0,5001 to 10000 Employees,Company - Public,Financial Services,1935,Banking & Lending,$1 to $5 billion (USD),88,Central,0,0,0,0,0,0,0,0,0
Data Scientist,Ticomsoft,Yehud,4,0,4,4,4,4,5.0,51 to 200 Employees,Contract,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,1,0,0,0,0,0,1,0,0
Data Scientist,Deep Solutions,Tel Aviv,4,0,4,4,4,4,4.6,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,1,0,0
(Data) Analyst,Nym Health,Tel Aviv,-1,1,4,4,3,2,4.4,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Paretix,Tel Aviv,-1,0,4,3,3,-1,-1.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,1,0,0
(Data) Analyst,NSO GROUP,Herzliya,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Paretix,Tel Aviv,-1,0,4,3,3,-1,-1.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Personetics,Giv`atayim,-1,1,3,3,3,3,3.3,51 to 200 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,$1 to $5 million (USD),-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Student/Intern,Pulsenmore,Ramat Gan,-1,1,5,5,5,5,5.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Genoox,Tel Aviv,5,0,4,3,5,4,5.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Microsoft,Tel Aviv,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD),48,Tel Aviv,0,0,0,0,0,0,0,1,0
Student/Intern,Bright Data,Netanya,4,0,4,4,4,4,4.5,201 to 500 Employees,Company - Private,Information Technology,2014,Internet & Web Services,$100 to $500 million (USD),9,Central,0,1,0,0,0,0,0,0,0
Other,Gong.io Inc.,Tel Aviv,4,0,3,4,4,4,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Tel Aviv,0,1,0,0,0,0,0,0,0
Data Scientist,MalamTeam,Petah Tikva,3,0,2,2,2,2,3.7,1001 to 5000 Employees,Company - Public,Information Technology,-1,Information Technology Support Services,Unknown / Non-Applicable,-1,Central,1,0,0,0,0,0,0,0,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Tectu,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,51 to 200 Employees,Company - Private,Information Technology,2021,Software Development,Unknown / Non-Applicable,2,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,MSD Animal Health Intelligence Technology Labs,Netanya,3,1,3,3,3,3,4.0,201 to 500 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Software Engineer,Nym Health,Tel Aviv,-1,1,4,4,3,2,4.4,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,NVIDIA,Tel Aviv,4,0,4,4,4,4,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD),30,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Aman Group,Petah Tikva,3,0,3,4,3,3,3.3,1001 to 5000 Employees,Company - Private,Manufacturing,-1,Consumer Product Manufacturing,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,1,0,0
(Data) Analyst,Meta,Tel Aviv,4,0,3,4,3,3,3.6,10000+ Employees,Company - Public,Information Technology,2004,Internet & Web Services,$10+ billion (USD),19,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Albert Technologies,Tel Aviv,3,0,3,3,3,3,3.2,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,$1 to $5 million (USD),-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Student/Intern,Screenovate,Petah Tikva,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD),55,Central,0,1,0,0,0,0,0,0,0
Other,Novatrials,Ness Ziona,-1,0,2,2,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
(Data) Analyst,Overwolf,Ramat Gan,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2010,Software Development,Unknown / Non-Applicable,13,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Radware,Tel Aviv,3,0,3,3,4,3,3.9,1001 to 5000 Employees,Company - Public,Information Technology,1997,Enterprise Software & Network Solutions,$500 million to $1 billion (USD),26,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Other,retrain.ai,Tel Aviv,4,1,4,3,4,4,4.0,51 to 200 Employees,Company - Private,Information Technology,2020,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Varonis,Herzliya,4,0,4,4,4,3,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD),18,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Tony Blair Institute for Global Change,Tel Aviv,3,0,2,3,3,2,3.4,201 to 500 Employees,Nonprofit Organization,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Octopol,Raanana,3,1,3,3,3,3,3.5,1 to 50 Employees,Company - Private,Information Technology,2009,Enterprise Software & Network Solutions,Unknown / Non-Applicable,14,Central,0,1,0,0,0,0,0,0,0
(Data) Analyst,Similarweb,Tel Aviv,3,0,3,3,3,2,3.0,501 to 1000 Employees,Company - Public,Information Technology,2008,Internet & Web Services,Unknown / Non-Applicable,15,Tel Aviv,0,0,0,0,0,0,0,0,1
Student/Intern,Microsoft,Tel Aviv,4,0,4,4,4,3,4.1,10000+ Employees,Unknown,Unknown,1975,Unknown,Unknown / Non-Applicable,48,Tel Aviv,0,0,0,0,0,0,0,1,0
Student/Intern,SAP,Raanana,4,0,4,4,4,4,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD),51,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Teva Pharmaceuticals,Netanya,3,0,2,3,3,2,3.2,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1901,Biotech & Pharmaceuticals,$10+ billion (USD),122,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Google,Tel Aviv,4,0,4,4,4,4,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD),25,Tel Aviv,0,0,0,0,0,0,0,0,0
Other,Novatrials,Ness Ziona,-1,0,2,2,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
(Data) Analyst,Wix,Ramat HaSharon,4,1,3,3,4,3,4.0,5001 to 10000 Employees,Company - Public,Information Technology,2006,Internet & Web Services,$500 million to $1 billion (USD),17,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Finaro,Herzliya,4,1,4,3,4,4,4.5,201 to 500 Employees,Company - Private,Financial Services,2007,Financial Transaction Processing,$5 to $25 million (USD),16,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Novo Nordisk,Kfar Saba,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1923,Biotech & Pharmaceuticals,$10+ billion (USD),100,Central,0,0,0,0,0,0,0,0,0
Student/Intern,KLA,Yavne,4,0,3,3,4,3,3.6,5001 to 10000 Employees,Company - Public,Manufacturing,1976,Machinery Manufacturing,$1 to $5 billion (USD),47,Central,0,0,0,0,0,0,0,0,0
Student/Intern,XM Cyber,Herzliya,4,1,4,4,4,4,4.2,51 to 200 Employees,Company - Public,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable,7,Tel Aviv,0,0,1,0,1,0,0,1,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,MSD,Netanya,4,0,3,4,4,3,3.8,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1891,Biotech & Pharmaceuticals,$10+ billion (USD),132,Central,0,0,0,0,0,0,0,0,0
(Data) Analyst,CybeReady Learning Solutions,Israel,-1,0,4,4,4,4,4.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Developer,Optimove,Tel Aviv,4,0,4,4,4,4,4.4,201 to 500 Employees,Company - Private,Information Technology,2009,Internet & Web Services,Unknown / Non-Applicable,14,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Tymely,Tel Aviv,-1,1,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Credorax,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,ironSource,Tel Aviv,4,1,4,3,4,4,3.9,501 to 1000 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable,13,Tel Aviv,0,1,0,0,0,0,1,0,0
Other,Check Point Software Technologies Ltd.,Tel Aviv,3,0,3,3,3,3,3.9,5001 to 10000 Employees,Company - Public,Information Technology,1993,Software Development,$1 to $5 billion (USD),30,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,Fireblocks,Tel Aviv,4,1,3,4,4,3,4.2,501 to 1000 Employees,Company - Private,Information Technology,2018,Enterprise Software & Network Solutions,Unknown / Non-Applicable,5,Tel Aviv,0,1,0,0,0,0,0,0,1
Data Scientist,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
(Data) Analyst,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
(Data) Analyst,888holdings,Israel,3,0,3,3,4,3,4.3,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",1997,Gambling,$100 to $500 million (USD),26,Israel,0,0,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Other,Genoox,Tel Aviv,5,0,4,3,5,4,5.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Oski Technology,Tel Aviv,4,0,4,4,4,4,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD),30,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
(Data) Analyst,Discount Bank,Rishon LeẔiyyon,4,1,3,3,3,3,4.0,5001 to 10000 Employees,Company - Public,Financial Services,1935,Banking & Lending,$1 to $5 billion (USD),88,Central,0,0,0,0,0,0,0,0,0
(Data) Analyst,lusha,Tel Aviv,3,0,3,3,3,3,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable,7,Tel Aviv,0,1,0,0,0,0,0,0,0
Other,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Deloitte,Tel Aviv,4,0,4,3,3,3,3.2,10000+ Employees,Company - Private,Financial Services,1850,Accounting & Tax,$10+ billion (USD),173,Tel Aviv,0,1,0,0,0,0,0,0,0
Other,ISI,Yehud,4,0,4,3,4,4,4.8,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,0,0
Data Scientist,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Student/Intern,ThetaRay,Hod HaSharon,4,0,4,4,4,4,4.3,51 to 200 Employees,Company - Private,Information Technology,2013,Enterprise Software & Network Solutions,Unknown / Non-Applicable,10,Central,0,1,0,0,0,0,0,0,0
Student/Intern,SAP,Raanana,4,0,4,4,4,4,4.3,Unknown,Unknown,Information Technology,-1,Unknown,$10+ billion (USD),-1,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Credorax,Herzliya,4,0,4,3,4,4,4.5,201 to 500 Employees,Company - Private,Financial Services,2007,Financial Transaction Processing,$5 to $25 million (USD),16,Tel Aviv,0,0,0,0,0,0,0,0,0
Other,Pagaya Israel,Tel Aviv,3,1,3,3,3,2,3.4,501 to 1000 Employees,Company - Public,Financial Services,2016,Banking & Lending,$500 million to $1 billion (USD),7,Tel Aviv,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Other,Xtrodes,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
(Data) Analyst,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,1,0,0
Other,Novatrials,Ness Ziona,-1,0,2,2,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Albert Technologies,Tel Aviv,3,0,3,3,3,3,3.2,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,$1 to $5 million (USD),-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Screenovate,Qiryat Gat,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1968,Computer Hardware Development,$10+ billion (USD),55,Southern,0,1,0,0,0,0,0,0,0
(Data) Analyst,Peroptyx,Israel,2,0,2,1,2,4,4.3,1 to 50 Employees,Company - Private,Information Technology,2018,Internet & Web Services,Unknown / Non-Applicable,5,Israel,0,1,0,0,0,0,0,0,1
(Data) Analyst,SchoolStatus,Tel Aviv,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Data Scientist,MIcompany,Tel Aviv,4,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
